IDENTIFICATION,BIRTHDAY,NAME,DIPLOMDATE,DIPLOMTYPE,DIPLOMMENTION,DIPLOMPERCENTAGE,DIPLOMSECTION,DIPLOMOPTION,DIPLOMPLACE,SCHOOL,SCHOOLPROVINCE,SCHOOLCODE,SCHOOLSTATUS,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
11366,1994-12-14,F,,DIPLÔME D'ETAT,,55,COMMERCIALE,COMMERCIALE INFORMATIQUE,,Institut SEBYERA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,51.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11367,1997-06-27,H,,DIPLÔME D'ETAT,,71,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut BWITO,NORD-KIVU,,protestant,2015-2016,60.0,AJOURNE,64.69999694824219,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11368,1995-01-04,F,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut ZANER,NORD-KIVU,,protestant,2015-2016,43.20000076293945,AJOURNE,46.099998474121094,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11369,1996-06-16,H,,DIPLÔME D'ETAT,,72,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut de GOMA,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11370,1996-09-04,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE INFORMATIQUE,,CS AMEN,NORD-KIVU,,privé,2015-2016,42.099998474121094,AJOURNE,55.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11371,1995-10-10,H,,DIPLÔME D'ETAT,,56,TECHNIQUE,MECANIQUE GENERALE,,ITI GOMA,NORD-KIVU,,catholique,2015-2016,47.5,AJOURNE,55.79999923706055,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11372,1994-03-21,F,,DIPLÔME D'ETAT,,56,PEDAGOGIE,PEDAGOGIE GENERALE,,CS VIRUNGA/SUD,NORD-KIVU,,privé,2015-2016,47.5,AJOURNE,53.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11374,1997-05-30,F,,DIPLÔME D'ETAT,,65,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11375,1994-05-20,H,,DIPLÔME D'ETAT,,52,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut Amani CEBIA,SUD-KIVU,,protestant,2015-2016,54.20000076293945,AJOURNE,58.29999923706055,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11378,1991-04-02,H,,DIPLÔME D'ETAT,,52,TECHNIQUE,ELECTRICITE,,ITP/GOMBE,KINSHASA,,publique,2015-2016,,ASSIMILE AUX AJOURNES,47.79999923706055,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11379,1993-08-19,H,,DIPLÔME D'ETAT,,50,COMMERCIALE,COMMERCIALE INFORMATIQUE,,Institut CARDINALE ETSOU,KINSHASA,,catholique,2015-2016,50.599998474121094,AJOURNE,58.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11380,1995-10-25,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,43.79999923706055,AJOURNE,52.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11383,1997-06-17,H,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MGR GUIDO,SUD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11385,1996-03-11,H,,DIPLÔME D'ETAT,,63,TECHNIQUE,AGRONOMIE,,Institut BUNYAKIRI,NORD-KIVU,,protestant,2015-2016,47.599998474121094,AJOURNE,54.29999923706055,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11386,1996-06-24,H,,DIPLÔME D'ETAT,,56,TECHNIQUE,CONSTRUCTION,,Institut SAINT MARC,NORD-KIVU,,catholique,2015-2016,43.099998474121094,AJOURNE,52.70000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11387,1995-02-02,F,,DIPLÔME D'ETAT,,60,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,53.29999923706055,AJOURNE,58.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11388,1997-03-29,F,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut ISIDORE BAKANJA,NORD-KIVU,,catholique,2015-2016,45.599998474121094,AJOURNE,57.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11389,1996-04-26,F,,DIPLÔME D'ETAT,,59,COMMERCIALE,COMMERCIALE INFORMATIQUE,,Lycée  KI?BILIO,NORD-KIVU,,protestant,2015-2016,46.400001525878906,AJOURNE,54.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11390,1995-04-25,H,,DIPLÔME D'ETAT,,61,TECHNIQUE,CONSTRUCTION,,Institut Kyeshero,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11392,1997-05-23,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut HIMBI,NORD-KIVU,,protestant,2015-2016,42.599998474121094,AJOURNE,55.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11393,1993-10-26,H,,DIPLÔME D'ETAT,,58,PEDAGOGIE,PEDAGOGIE GENERALE,,KIBALI INSTITUT,NORD-KIVU,,protestant,2015-2016,50.5,AJOURNE,56.400001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G1
11394,1996-09-04,F,,DIPLÔME D'ETAT,,63,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut NYALUKEMBA,SUD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11396,1990-10-02,H,,DIPLÔME D'ETAT,,51,PEDAGOGIE,PEDAGOGIE GENERALE,,ALPHA INSTITUT,SUD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,53.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11398,1997-09-04,F,,DIPLÔME D'ETAT,,56,SCIENTIFIQUE,Bio chimie,,CS SHALOM,ORIENTALE,,protestant,2015-2016,51.29999923706055,AJOURNE,54.099998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11399,1996-03-05,F,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,Institut SHALOM,SUD-KIVU,,privé,2015-2016,45.900001525878906,AJOURNE,56.5,SATISFACTION,Faculté de Droit,Tronc commun,G1
11401,1995-06-25,H,,DIPLÔME D'ETAT,,72,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MARANATHA,NORD-KIVU,,protestant,2015-2016,54.29999923706055,AJOURNE,59.599998474121094,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11402,1992-08-15,F,,DIPLÔME D'ETAT,,75,LITTERAIRE,Latin Philo,,CS BANZA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,54.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11403,1996-04-16,F,,DIPLÔME D'ETAT,,59,SCIENTIFIQUE,Bio chimie,,Institut NJANJA,KATANGA,,publique,2015-2016,63.5,AJOURNE,66.30000305175781,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11404,1996-07-30,H,,DIPLÔME D'ETAT,,64,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut SAINT ANDRE,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,71.69999694824219,DISTINCTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11405,1995-08-04,F,,DIPLÔME D'ETAT,,57,TECHNIQUE,SOCIALE,,Institut NYABUSHONGO,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11406,1997-05-06,F,,DIPLÔME D'ETAT,,63,SCIENTIFIQUE,Bio chimie,,CS MAMA MULEZI,NORD-KIVU,,privé,2015-2016,48.0,AJOURNE,58.0,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11407,1996-11-20,H,,DIPLÔME D'ETAT,,57,SCIENTIFIQUE,Bio chimie,,Institut de GOMA,NORD-KIVU,,publique,2015-2016,41.20000076293945,AJOURNE,51.599998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11408,1992-09-20,H,,DIPLÔME D'ETAT,,51,PEDAGOGIE,PEDAGOGIE GENERALE,,CS KIYABO,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,45.5,AJOURNE,Faculté de Droit,Tronc commun,G1
11409,1996-05-31,H,,DIPLÔME D'ETAT,,54,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut TUUNGANE,NORD-KIVU,,publique,2015-2016,57.29999923706055,AJOURNE,63.79999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11410,1997-01-19,F,,DIPLÔME D'ETAT,,59,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,49.599998474121094,AJOURNE,56.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11411,1994-06-04,H,,DIPLÔME D'ETAT,,53,TECHNIQUE,SOCIALE,,Institut KALUNGU,SUD-KIVU,,protestant,2015-2016,46.29999923706055,AJOURNE,51.20000076293945,AJOURNE,Faculté de Droit,Tronc commun,G1
11413,1996-09-17,F,,DIPLÔME D'ETAT,,62,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut NYABUSHONGO,NORD-KIVU,,publique,2015-2016,54.29999923706055,AJOURNE,57.400001525878906,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11414,1997-08-01,F,,DIPLÔME D'ETAT,,63,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut KASHOFU,SUD-KIVU,,catholique,2015-2016,57.099998474121094,AJOURNE,59.099998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11416,1996-11-04,H,,DIPLÔME D'ETAT,,61,TECHNIQUE,CONSTRUCTION,,Institut SAINT MARC,NORD-KIVU,,catholique,2015-2016,45.900001525878906,AJOURNE,54.5,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11417,1996-05-27,H,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,53.099998474121094,AJOURNE,55.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11418,1996-04-18,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut de GOMA,NORD-KIVU,,publique,2015-2016,42.099998474121094,AJOURNE,54.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11421,1994-01-28,H,,DIPLÔME D'ETAT,,58,TECHNIQUE,CONSTRUCTION,,Institut Kyeshero,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11422,1996-06-15,F,,DIPLÔME D'ETAT,,54,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,50.599998474121094,AJOURNE,56.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11424,1997-10-07,F,,DIPLÔME D'ETAT,,62,SCIENTIFIQUE,Bio chimie,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,59.099998474121094,AJOURNE,63.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G1
11425,1992-12-01,H,,DIPLÔME D'ETAT,,52,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut   BAHATI,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,53.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11426,1995-08-17,F,,DIPLÔME D'ETAT,,61,SCIENTIFIQUE,Bio chimie,,CS MAMA YETU,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,56.70000076293945,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11428,1996-08-20,F,,DIPLÔME D'ETAT,,58,SCIENTIFIQUE,Bio chimie,,CS MAMA MULEZI,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,56.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11429,1996-08-21,F,,DIPLÔME D'ETAT,,56,LITTERAIRE,Latin Philo,,Institut MONT GOMA,NORD-KIVU,,publique,2015-2016,52.0,AJOURNE,55.20000076293945,SATISFACTION,Faculté de Droit,Tronc commun,G1
11430,1997-10-02,H,,DIPLÔME D'ETAT,,58,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,46.599998474121094,AJOURNE,55.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11431,1996-07-27,F,,DIPLÔME D'ETAT,,50,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MONT GOMA,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,54.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11432,1995-03-29,F,,DIPLÔME D'ETAT,,54,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MSAWATO,NORD-KIVU,,protestant,2015-2016,52.0,AJOURNE,56.599998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11433,1997-01-01,F,,DIPLÔME D'ETAT,,52,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,50.20000076293945,AJOURNE,57.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11434,1996-01-22,H,,DIPLÔME D'ETAT,,59,LITTERAIRE,Latin Philo,,Institut ZANNER,NORD-KIVU,,protestant,2015-2016,52.599998474121094,AJOURNE,56.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11435,1986-01-01,H,,DIPLÔME D'ETAT,,53,SCIENTIFIQUE,Bio chimie,,College SAINT ALPHONSE,KINSHASA,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,54.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L1
11436,1994-12-21,F,,DIPLÔME D'ETAT,,56,TECHNIQUE,SOCIALE,,Institut MORIA,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,NON ADMISSIBLE DS LA MEME FILIERE,Faculté de Droit,Tronc commun,G1
11437,1995-03-15,H,,DIPLÔME D'ETAT,,52,SCIENTIFIQUE,Bio chimie,,Institut FARADJA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,43.400001525878906,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11438,1997-10-10,F,,DIPLÔME D'ETAT,,54,SCIENTIFIQUE,Bio chimie,,CS MAMA YETU,NORD-KIVU,,privé,2015-2016,43.599998474121094,AJOURNE,56.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11439,1995-08-13,H,,DIPLÔME D'ETAT,,60,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MGR GUIDO,SUD-KIVU,,catholique,2015-2016,45.70000076293945,AJOURNE,52.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11440,1994-01-17,H,,DIPLÔME D'ETAT,,52,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut BUGINA,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,NON ADMISSIBLE DS LA MEME FILIERE,Faculté de Droit,Tronc commun,G1
11442,1996-02-11,F,,DIPLÔME D'ETAT,,60,TECHNIQUE,SOCIALE,,CS BIMENYA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,52.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11443,1998-05-19,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,51.29999923706055,AJOURNE,55.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11444,1997-03-31,F,,DIPLÔME D'ETAT,,55,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,54.79999923706055,AJOURNE,61.29999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11445,1997-10-07,F,,DIPLÔME D'ETAT,,57,LITTERAIRE,Latin Philo,,CS La FONTAINE,NORD-KIVU,,privé,2015-2016,50.29999923706055,AJOURNE,,NON ADMISSIBLE DS LA MEME FILIERE,Faculté de Droit,Tronc commun,G1
11446,1997-09-02,F,,DIPLÔME D'ETAT,,52,COMMERCIALE,COMMERCIALE INFORMATIQUE,,CS AMEN,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11447,1996-01-30,F,,DIPLÔME D'ETAT,,50,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,CS TUUNGANE,MANIEMA,,privé,2015-2016,56.70000076293945,AJOURNE,62.900001525878906,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11449,1996-01-16,H,,DIPLÔME D'ETAT,,52,TECHNIQUE,HOTESSE D'ACCEUIL,,Institut SEBYERA,NORD-KIVU,,catholique,2015-2016,50.70000076293945,AJOURNE,60.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11450,1996-03-11,F,,DIPLÔME D'ETAT,,61,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Lycée BUTEMBO,NORD-KIVU,,catholique,2015-2016,53.0,AJOURNE,56.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11452,1996-03-11,H,,DIPLÔME D'ETAT,,55,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,CS LES AIGLES DE DIEU,ORIENTALE,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11453,1996-07-07,F,,DIPLÔME D'ETAT,,55,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MAJENGO,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,56.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11454,1995-10-09,F,,DIPLÔME D'ETAT,,57,SCIENTIFIQUE,Bio chimie,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,55.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11455,1997-10-12,H,,DIPLÔME D'ETAT,,65,TECHNIQUE,ELECTRICITE,,ITI GOMA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,60.900001525878906,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11456,1997-01-17,H,,DIPLÔME D'ETAT,ITI GOMA,59,TECHNIQUE,ELECTRICITE,,,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,55.099998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11458,1997-12-11,F,,DIPLÔME D'ETAT,,63,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,53.900001525878906,AJOURNE,58.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11460,1997-06-12,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE INFORMATIQUE,,CS MAMA MULEZI,NORD-KIVU,,privé,2015-2016,52.5,AJOURNE,55.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11462,1994-05-21,H,,DIPLÔME D'ETAT,,57,TECHNIQUE,MECANIQUE GENERALE,,ETPM,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,54.70000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11463,1995-06-11,H,,DIPLÔME D'ETAT,,71,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut SAINT ANTOINE,SUD-KIVU,,catholique,2015-2016,41.900001525878906,AJOURNE,48.20000076293945,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11465,1996-08-28,F,,DIPLÔME D'ETAT,,67,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MONT CARMEL,NORD-KIVU,,catholique,2015-2016,50.5,AJOURNE,58.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11466,1994-03-30,F,,DIPLÔME D'ETAT,,59,LITTERAIRE,Latin Philo,,Institut MONT GOMA,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,55.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11467,1995-04-03,F,,DIPLÔME D'ETAT,,60,LITTERAIRE,Latin Philo,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,60.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11468,1997-03-11,F,,DIPLÔME D'ETAT,,64,SCIENTIFIQUE,Bio chimie,,Lycée AMANI,NORD-KIVU,,catholique,2015-2016,55.0,AJOURNE,57.099998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11469,1995-01-26,H,,DIPLÔME D'ETAT,,,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,,Institut BURHIBA,NORD-KIVU,,catholique,2015-2016,52.599998474121094,AJOURNE,56.400001525878906,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11470,1996-04-22,H,,DIPLÔME D'ETAT,,54,TECHNIQUE,CONSTRUCTION,,ALPHA INSTITUT,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11472,1995-08-25,H,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE INFORMATIQUE,,Institut VUNGI,NORD-KIVU,,protestant,2015-2016,40.20000076293945,AJOURNE,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11473,1996-04-20,F,,DIPLÔME D'ETAT,,54,TECHNIQUE,SOCIALE,,CS KABA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G1
11474,1998-07-31,F,,DIPLÔME D'ETAT,,71,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut VISOKE,NORD-KIVU,,protestant,2015-2016,52.900001525878906,AJOURNE,58.79999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11475,1992-01-15,H,,DIPLÔME D'ETAT,,55,PEDAGOGIE,PEDAGOGIE GENERALE,,AUTODIDACTES,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11476,1995-08-17,F,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,Institut NYABUSHONGO,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,56.29999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11477,1998-04-27,F,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,CS AMEN,NORD-KIVU,,privé,2015-2016,56.20000076293945,AJOURNE,60.79999923706055,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11479,1996-06-13,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE INFORMATIQUE,,Lycée  KIBILIO,NORD-KIVU,,protestant,2015-2016,44.900001525878906,AJOURNE,49.70000076293945,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11480,1997-05-22,F,,DIPLÔME D'ETAT,,52,TECHNIQUE,SOCIALE,,CS AMEN,NORD-KIVU,,privé,2015-2016,46.79999923706055,AJOURNE,52.0,AJOURNE,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11481,1995-09-25,F,,DIPLÔME D'ETAT,,55,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut   UJIO WA HERI,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,48.400001525878906,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11482,1996-11-03,H,,DIPLÔME D'ETAT,,57,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut LUANGA,SUD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11483,1996-06-30,H,,DIPLÔME D'ETAT,,54,SCIENTIFIQUE,Bio chimie,,IMOTEYITI,KINSHASA,,catholique,2015-2016,,AJOURNE,56.599998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11485,1997-02-18,H,,DIPLÔME D'ETAT,,60,SCIENTIFIQUE,Bio chimie,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,50.900001525878906,AJOURNE,62.900001525878906,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11486,1996-02-26,F,,DIPLÔME D'ETAT,51,,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,53.29999923706055,AJOURNE,58.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11490,1995-10-01,F,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,NON ADMISSIBLE DS LA MEME FILIERE,Faculté de Droit,Tronc commun,G1
11492,1991-04-25,H,,DIPLÔME D'ETAT,,64,PEDAGOGIE,PEDAGOGIE GENERALE,,CS NAMIRE,SUD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
