ID,BIRTHDAY,SEXE,DIPLOMDATE,DIPLOMTYPE,DIPPERC,SECTION,OPTION,SCHOOL,SCHOOLPROVINCE,SCHOOLSTATUS
10716,1993-05-12,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie Générale,Ushindi,NORD-KIVU,inconnu
10717,1989-12-15,H,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Tuzo,NORD-KIVU,inconnu
10718,1994-02-03,H,,DIPLÔME D'ETAT,52.0,Technique,Construction,Saint Marc,NORD-KIVU,inconnu
10719,1996-12-12,F,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
10720,1996-11-09,F,,DIPLÔME D'ETAT,59.0,Technique,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
10721,1994-08-08,H,,DIPLÔME D'ETAT,68.0,Pédagogique,Pédagogie Générale,Kayadja,SUD-KIVU,inconnu
10721,1994-08-08,H,,DIPLÔME D'ETAT,68.0,Pédagogique,Pédagogie Générale,Kayadja,SUD-KIVU,inconnu
10722,1995-10-10,H,,DIPLÔME D'ETAT,66.0,Scientifique,Mathématique Physique,EDAP/ISP-Bukavu,SUD-KIVU,inconnu
10722,1995-10-10,H,,DIPLÔME D'ETAT,66.0,Scientifique,Mathématique Physique,EDAP/ISP-Bukavu,SUD-KIVU,inconnu
10723,1995-09-25,F,,DIPLÔME D'ETAT,52.0,Technique,Sociale,CS Ndosho,NORD-KIVU,inconnu
10724,1995-05-25,F,,DIPLÔME D'ETAT,57.0,Littéraire,Latin Philosophie,Mwanga,SUD-KIVU,inconnu
10724,1995-05-25,F,,DIPLÔME D'ETAT,57.0,Littéraire,Latin Philosophie,Mwanga,SUD-KIVU,inconnu
10725,1994-11-29,F,,DIPLÔME D'ETAT,52.0,Technique,Commerciale et Administrative,Goma,NORD-KIVU,inconnu
10726,1995-06-25,F,,DIPLÔME D'ETAT,60.0,Technique,Coupe couture,Lycée Chemchem,NORD-KIVU,inconnu
10726,1995-06-25,F,,DIPLÔME D'ETAT,60.0,Technique,Coupe couture,Lycée Chemchem,NORD-KIVU,inconnu
10727,1997-03-24,F,,DIPLÔME D'ETAT,54.0,Littéraire,Latin Philosophie,Metanoia,NORD-KIVU,inconnu
10728,1995-12-11,H,,DIPLÔME D'ETAT,53.0,Littéraire,Latin Philosophie,Z,NORD-KIVU,inconnu
10729,1997-07-18,F,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Lycée Sainte Ursule,NORD-KIVU,inconnu
10729,1997-07-18,F,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Lycée Sainte Ursule,NORD-KIVU,inconnu
10730,1995-05-10,F,,DIPLÔME D'ETAT,53.0,Technique,Commerciale et Administrative,Maendeleo,NORD-KIVU,inconnu
10730,1995-05-10,F,,DIPLÔME D'ETAT,53.0,Technique,Commerciale et Administrative,Maendeleo,NORD-KIVU,inconnu
10731,1996-10-21,H,,DIPLÔME D'ETAT,73.0,Scientifique,Biologie-Chimie,Metanoia,NORD-KIVU,inconnu
10731,1996-10-21,H,,DIPLÔME D'ETAT,73.0,Scientifique,Biologie-Chimie,Metanoia,NORD-KIVU,inconnu
10732,1991-02-12,H,,DIPLÔME D'ETAT,72.0,Pédagogique,Pédagogie Générale,Fadhili,SUD-KIVU,inconnu
10732,1991-02-12,H,,DIPLÔME D'ETAT,72.0,Pédagogique,Pédagogie Générale,Fadhili,SUD-KIVU,inconnu
10733,1993-12-17,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Moria,NORD-KIVU,inconnu
10733,1993-12-17,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Moria,NORD-KIVU,inconnu
10734,1993-11-07,H,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,Elise,NORD-KIVU,inconnu
10734,1993-11-07,H,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,Elise,NORD-KIVU,inconnu
10735,1997-06-25,F,,DIPLÔME D'ETAT,60.0,Technique,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
10735,1997-06-25,F,,DIPLÔME D'ETAT,60.0,Technique,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
10736,1995-07-03,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Bemba gombo,NORD-KIVU,inconnu
10738,1984-06-04,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Kirikiri,NORD-KIVU,inconnu
10738,1984-06-04,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Kirikiri,NORD-KIVU,inconnu
10739,1989-01-08,H,,DIPLÔME D'ETAT,50.0,Littéraire,Latin Philosophie,Kantundwe,NORD-KIVU,inconnu
10739,1989-01-08,H,,DIPLÔME D'ETAT,50.0,Littéraire,Latin Philosophie,Kantundwe,NORD-KIVU,inconnu
10740,1995-11-30,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,Moria,NORD-KIVU,inconnu
10740,1995-11-30,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,Moria,NORD-KIVU,inconnu
10741,1995-06-13,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Maranatha,NORD-KIVU,inconnu
10741,1995-06-13,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Maranatha,NORD-KIVU,inconnu
10742,1992-08-16,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Tumba,NORD-KIVU,inconnu
10742,1992-08-16,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Tumba,NORD-KIVU,inconnu
10743,1994-11-12,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Faraja,NORD-KIVU,inconnu
10743,1994-11-12,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Faraja,NORD-KIVU,inconnu
10744,1993-10-10,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,Jjardin de fleurs,NORD-KIVU,inconnu
10744,1993-10-10,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,Jjardin de fleurs,NORD-KIVU,inconnu
10745,1996-02-16,H,,DIPLÔME D'ETAT,65.0,Scientifique,Biologie Chimie,Metanoia,NORD-KIVU,inconnu
10746,1996-06-02,H,,DIPLÔME D'ETAT,59.0,Scientifique,Biologie Chimie,GSCCMKigali,NORD-KIVU,inconnu
10747,1995-11-04,F,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Alleluya,NORD-KIVU,inconnu
10748,1995-08-06,F,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Sayuni,NORD-KIVU,inconnu
10748,1995-08-06,F,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Sayuni,NORD-KIVU,inconnu
10749,1995-09-30,F,,DIPLÔME D'ETAT,58.0,Technique,Sociale,Lycée Sainte Ursule,NORD-KIVU,inconnu
10749,1995-09-30,F,,DIPLÔME D'ETAT,58.0,Technique,Sociale,Lycée Sainte Ursule,NORD-KIVU,inconnu
10750,1993-06-19,H,,DIPLÔME D'ETAT,61.0,Technique,Commerciale et Administrative,Majengo,NORD-KIVU,inconnu
10750,1993-06-19,H,,DIPLÔME D'ETAT,61.0,Technique,Commerciale et Administrative,Majengo,NORD-KIVU,inconnu
10751,1995-11-20,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Tumba,SUD-KIVU,inconnu
10751,1995-11-20,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Tumba,SUD-KIVU,inconnu
10752,1996-05-31,F,,DIPLÔME D'ETAT,64.0,Littéraire,Latin Philosophie,Lycée Mwandu,NORD-KIVU,inconnu
10752,1996-05-31,F,,DIPLÔME D'ETAT,64.0,Littéraire,Latin Philosophie,Lycée Mwandu,NORD-KIVU,inconnu
10753,1994-08-27,F,,DIPLÔME D'ETAT,59.0,Littéraire,Latin Philosophie,Mwanga,NORD-KIVU,inconnu
10753,1994-08-27,F,,DIPLÔME D'ETAT,59.0,Littéraire,Latin Philosophie,Mwanga,NORD-KIVU,inconnu
10754,1994-02-25,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Mabalako,NORD-KIVU,inconnu
10754,1994-02-25,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Mabalako,NORD-KIVU,inconnu
10755,1994-12-02,F,,DIPLÔME D'ETAT,61.0,Technique,Commerciale et Administrative,Lycée Chemchem ya uzima,ORIENTALE,inconnu
10756,1995-12-15,F,,DIPLÔME D'ETAT,55.0,Scientifique,Biologie Chimie,Mama yetu,NORD-KIVU,inconnu
10756,1995-12-15,F,,DIPLÔME D'ETAT,55.0,Scientifique,Biologie Chimie,Mama yetu,NORD-KIVU,inconnu
10757,1993-06-16,H,,DIPLÔME D'ETAT,58.0,Scientifique,Biologie Chimie,Tumba,NORD-KIVU,inconnu
10758,1994-08-24,F,,DIPLÔME D'ETAT,52.0,Littéraire,Latin Philosophie,Zanner,NORD-KIVU,inconnu
10758,1994-08-24,F,,DIPLÔME D'ETAT,52.0,Littéraire,Latin Philosophie,Zanner,NORD-KIVU,inconnu
10759,1996-05-11,H,,DIPLÔME D'ETAT,54.0,Technique,Commerciale Informatique,Saint Joseph,NORD-KIVU,inconnu
10759,1996-05-11,H,,DIPLÔME D'ETAT,54.0,Technique,Commerciale Informatique,Saint Joseph,NORD-KIVU,inconnu
10760,1993-06-15,F,,DIPLÔME D'ETAT,71.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
10760,1993-06-15,F,,DIPLÔME D'ETAT,71.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
10761,1997-01-03,F,,DIPLÔME D'ETAT,53.0,Littéraire,Latin Philosophie,Metanoia,NORD-KIVU,inconnu
10762,1997-05-30,F,,DIPLÔME D'ETAT,67.0,Littéraire,Latin Philosophie,Metanoia,NORD-KIVU,inconnu
10763,1996-08-28,F,,DIPLÔME D'ETAT,51.0,Littéraire,Latin Philosophie,Bobokoli,KINSHASA,inconnu
10764,1994-07-07,H,,DIPLÔME D'ETAT,68.0,Scientifique,Mathématique-Physique,Goma,NORD-KIVU,inconnu
10764,1994-07-07,H,,DIPLÔME D'ETAT,68.0,Scientifique,Mathématique-Physique,Goma,NORD-KIVU,inconnu
10765,1991-03-24,H,,DIPLÔME D'ETAT,56.0,Pédagogique,Pédagogie Générale,Augustino,SUD-KIVU,inconnu
10765,1991-03-24,H,,DIPLÔME D'ETAT,56.0,Pédagogique,Pédagogie Générale,Augustino,SUD-KIVU,inconnu
10766,1995-05-30,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Mont carmel,NORD-KIVU,inconnu
10767,1997-05-21,H,,DIPLÔME D'ETAT,60.0,Technique,Sociale,Mont carmel,NORD-KIVU,inconnu
10768,1995-04-07,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Saint Joseph,NORD-KIVU,inconnu
10768,1995-04-07,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Saint Joseph,NORD-KIVU,inconnu
10769,1995-06-19,H,,DIPLÔME D'ETAT,67.0,Scientifique,Biologie Chimie,La fontaine,NORD-KIVU,inconnu
10769,1995-06-19,H,,DIPLÔME D'ETAT,67.0,Scientifique,Biologie Chimie,La fontaine,NORD-KIVU,inconnu
10770,1996-01-18,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,CS Katasoyire,NORD-KIVU,inconnu
10770,1996-01-18,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,CS Katasoyire,NORD-KIVU,inconnu
10771,1995-07-19,F,,DIPLÔME D'ETAT,57.0,Technique,Commerciale Informatique,Lycée Kimbilio,NORD-KIVU,inconnu
10771,1995-07-19,F,,DIPLÔME D'ETAT,57.0,Technique,Commerciale Informatique,Lycée Kimbilio,NORD-KIVU,inconnu
10772,1993-12-27,H,,DIPLÔME D'ETAT,60.0,Scientifique,Mathématique-Physique,Faraja,NORD-KIVU,inconnu
10772,1993-12-27,H,,DIPLÔME D'ETAT,60.0,Scientifique,Mathématique-Physique,Faraja,NORD-KIVU,inconnu
10773,1987-07-02,H,,DIPLÔME D'ETAT,56.0,Technique,Electricité Industrielle,Kyeshero,NORD-KIVU,inconnu
10773,1987-07-02,H,,DIPLÔME D'ETAT,56.0,Technique,Electricité Industrielle,Kyeshero,NORD-KIVU,inconnu
10774,1992-04-16,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie Générale,Nyakalengwa,SUD-KIVU,inconnu
10775,1996-11-21,H,,DIPLÔME D'ETAT,63.0,Littéraire,Latin Philosophie,Mwanga,NORD-KIVU,inconnu
10776,1994-12-01,H,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Msawato,NORD-KIVU,inconnu
10776,1994-12-01,H,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Msawato,NORD-KIVU,inconnu
10777,1993-07-27,H,,DIPLÔME D'ETAT,59.0,Pédagogique,Pédagogie Générale,Source du savoir,NORD-KIVU,inconnu
10778,1997-01-03,F,,DIPLÔME D'ETAT,51.0,Scientifique,Mathématique-Physique,Kisungu,NORD-KIVU,inconnu
10778,1997-01-03,F,,DIPLÔME D'ETAT,51.0,Scientifique,Mathématique-Physique,Kisungu,NORD-KIVU,inconnu
10779,1995-11-23,F,,DIPLÔME D'ETAT,51.0,Littéraire,Latin-Philosophie,Mwanga,SUD-KIVU,inconnu
10779,1995-11-23,F,,DIPLÔME D'ETAT,51.0,Littéraire,Latin-Philosophie,Mwanga,SUD-KIVU,inconnu
10780,1995-09-17,H,,DIPLÔME D'ETAT,53.0,Technique,Commerciale et Administrative,Metanoia,NORD-KIVU,inconnu
10781,1995-02-03,H,,DIPLÔME D'ETAT,60.0,Littéraire,Latin-Philosophie,Mwanga,NORD-KIVU,inconnu
10781,1995-02-03,H,,DIPLÔME D'ETAT,60.0,Littéraire,Latin-Philosophie,Mwanga,NORD-KIVU,inconnu
10782,1994-05-25,H,,DIPLÔME D'ETAT,54.0,Pédagogique,Pédagogie générale,Lwanga,SUD-KIVU,inconnu
10783,1994-04-12,H,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
10783,1994-04-12,H,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
10784,1997-12-24,F,,DIPLÔME D'ETAT,0.0,Technique,Nutrition,Saint Michel,NORD-KIVU,inconnu
10784,1997-12-24,F,,DIPLÔME D'ETAT,0.0,Technique,Nutrition,Saint Michel,NORD-KIVU,inconnu
10785,1993-08-25,H,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Minova,SUD-KIVU,inconnu
10786,1995-05-12,F,,DIPLÔME D'ETAT,5.0,Pédagogique,Pédagogie générale,Lukanga,NORD-KIVU,inconnu
10787,1995-06-24,H,,DIPLÔME D'ETAT,55.0,Scientifique,Biologie Chimie,ICL,NORD-KIVU,inconnu
10787,1995-06-24,H,,DIPLÔME D'ETAT,55.0,Scientifique,Biologie Chimie,ICL,NORD-KIVU,inconnu
10788,1994-06-01,H,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie générale,C.S. Ndosho,NORD-KIVU,inconnu
10789,1994-11-04,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie générale,Kalangala,NORD-KIVU,inconnu
10790,1993-06-11,H,,DIPLÔME D'ETAT,52.0,Littéraire,Latin Philosophie,Visogho,NORD-KIVU,inconnu
10791,1993-08-30,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie générale,Maranatha,NORD-KIVU,inconnu
10791,1993-08-30,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie générale,Maranatha,NORD-KIVU,inconnu
10792,1995-05-15,H,,DIPLÔME D'ETAT,53.0,Technique,Mécanique Générale,Maranatha,NORD-KIVU,inconnu
10792,1995-05-15,H,,DIPLÔME D'ETAT,53.0,Technique,Mécanique Générale,Maranatha,NORD-KIVU,inconnu
10793,1994-12-12,F,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Hekima,NORD-KIVU,inconnu
10794,1996-05-10,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Totoro,NORD-KIVU,inconnu
10794,1996-05-10,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Totoro,NORD-KIVU,inconnu
10795,1995-09-16,H,,DIPLÔME D'ETAT,61.0,Technique,Sociale,Maendeleo,NORD-KIVU,inconnu
10795,1995-09-16,H,,DIPLÔME D'ETAT,61.0,Technique,Sociale,Maendeleo,NORD-KIVU,inconnu
10796,1993-04-29,H,,DIPLÔME D'ETAT,50.0,Scientifique,Biologie-Chimie,Faraja,NORD-KIVU,inconnu
10797,1991-07-14,H,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Mikeno Islamique,NORD-KIVU,inconnu
10797,1991-07-14,H,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Mikeno Islamique,NORD-KIVU,inconnu
10798,1994-02-15,F,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Mont Carmel,NORD-KIVU,inconnu
10798,1994-02-15,F,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Mont Carmel,NORD-KIVU,inconnu
10799,1993-09-05,H,,DIPLÔME D'ETAT,55.0,Scientifique,Mathématique Physique,Faraja,NORD-KIVU,inconnu
10800,1996-02-03,H,,DIPLÔME D'ETAT,54.0,Littéraire,Latin-Philosophie,Zanner,NORD-KIVU,inconnu
10800,1996-02-03,H,,DIPLÔME D'ETAT,54.0,Littéraire,Latin-Philosophie,Zanner,NORD-KIVU,inconnu
10801,1996-02-03,H,,DIPLÔME D'ETAT,59.0,Technique,Commerciale et Administrative,Zanner,NORD-KIVU,inconnu
10801,1996-02-03,H,,DIPLÔME D'ETAT,59.0,Technique,Commerciale et Administrative,Zanner,NORD-KIVU,inconnu
10804,1995-12-16,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie générale,Mavuno,NORD-KIVU,inconnu
10804,1995-12-16,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie générale,Mavuno,NORD-KIVU,inconnu
10805,1992-08-29,H,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie générale,Faraja,NORD-KIVU,inconnu
10806,1996-01-26,F,,DIPLÔME D'ETAT,50.0,Scientifique,Biologie-Chimie,Malkia wa mbingu,NORD-KIVU,inconnu
10806,1996-01-26,F,,DIPLÔME D'ETAT,50.0,Scientifique,Biologie-Chimie,Malkia wa mbingu,NORD-KIVU,inconnu
10807,1993-11-30,H,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie générale,Kashofu,NORD-KIVU,inconnu
10808,1990-03-01,H,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Kanzulinzuli,NORD-KIVU,inconnu
10808,1990-03-01,H,,DIPLÔME D'ETAT,53.0,Technique,Sociale,Kanzulinzuli,NORD-KIVU,inconnu
10809,1994-07-14,H,,DIPLÔME D'ETAT,66.0,Scientifique,Biologie-Chimie,Isidore Bakanja,NORD-KIVU,inconnu
10809,1994-07-14,H,,DIPLÔME D'ETAT,66.0,Scientifique,Biologie-Chimie,Isidore Bakanja,NORD-KIVU,inconnu
10810,1992-03-31,H,,DIPLÔME D'ETAT,63.0,Technique,Electricité générale,Tsololo,ORIENTALE,inconnu
10810,1992-03-31,H,,DIPLÔME D'ETAT,63.0,Technique,Electricité générale,Tsololo,ORIENTALE,inconnu
10811,1993-12-29,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,CS Nuru,NORD-KIVU,inconnu
10812,1993-11-27,H,,DIPLÔME D'ETAT,56.0,Scientifique,Math Physique,Majengo,NORD-KIVU,inconnu
10813,1988-05-18,H,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,Mikeno Officiel,NORD-KIVU,inconnu
10814,1997-03-13,F,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie générale,Kashofu,SUD-KIVU,inconnu
10814,1997-03-13,F,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie générale,Kashofu,SUD-KIVU,inconnu
10815,1993-04-26,H,,DIPLÔME D'ETAT,59.0,Pédagogique,Pédagogie générale,Mont Goma,NORD-KIVU,inconnu
10816,1987-07-07,H,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie générale,La sagesse,SUD-KIVU,inconnu
10816,1987-07-07,H,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie générale,La sagesse,SUD-KIVU,inconnu
10817,1989-04-20,H,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie générale,CS Mapendo/Ngese,NORD-KIVU,inconnu
10817,1989-04-20,H,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie générale,CS Mapendo/Ngese,NORD-KIVU,inconnu
10818,1987-08-18,H,,DIPLÔME D'ETAT,52.0,Technique,Commerciale et Administrative,Tumaini,SUD-KIVU,inconnu
10818,1987-08-18,H,,DIPLÔME D'ETAT,52.0,Technique,Commerciale et Administrative,Tumaini,SUD-KIVU,inconnu
10819,1981-12-31,H,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,GC Tanzanie,SUD-KIVU,inconnu
10819,1981-12-31,H,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,GC Tanzanie,SUD-KIVU,inconnu
10820,1988-10-17,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,Maendeleo,NORD-KIVU,inconnu
10820,1988-10-17,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,Maendeleo,NORD-KIVU,inconnu
10821,1990-01-03,H,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Action Kusaidia,SUD-KIVU,inconnu
10821,1990-01-03,H,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Action Kusaidia,SUD-KIVU,inconnu
10822,1995-11-05,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie générale,Lycéé Anuarité,NORD-KIVU,inconnu
10822,1995-11-05,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie générale,Lycéé Anuarité,NORD-KIVU,inconnu
10823,1985-04-15,H,,DIPLÔME D'ETAT,53.0,Pédagogique,Pédagogie générale,Ibanda,SUD-KIVU,inconnu
10823,1985-04-15,H,,DIPLÔME D'ETAT,53.0,Pédagogique,Pédagogie générale,Ibanda,SUD-KIVU,inconnu
10824,1994-09-06,H,,DIPLÔME D'ETAT,52.0,Technique,Commerciale et Administrativie,Metanoia,NORD-KIVU,inconnu
10825,1991-08-15,F,,DIPLÔME D'ETAT,55.0,Scientifique,Biologie Chimie,ICL,NORD-KIVU,inconnu
10826,1995-10-12,F,,DIPLÔME D'ETAT,50.0,Technique,Sociale,Katasoyire,NORD-KIVU,inconnu
10826,1995-10-12,F,,DIPLÔME D'ETAT,50.0,Technique,Sociale,Katasoyire,NORD-KIVU,inconnu
10827,1994-06-28,F,,DIPLÔME D'ETAT,59.0,Technique,Commerciale et Administrative,Isidore Bakanja,NORD-KIVU,inconnu
10827,1994-06-28,F,,DIPLÔME D'ETAT,59.0,Technique,Commerciale et Administrative,Isidore Bakanja,NORD-KIVU,inconnu
10828,1994-11-01,H,,DIPLÔME D'ETAT,53.0,Technique,Commerciale informatique,Vungi,NORD-KIVU,inconnu
10828,1994-11-01,H,,DIPLÔME D'ETAT,53.0,Technique,Commerciale informatique,Vungi,NORD-KIVU,inconnu
10829,1995-01-22,F,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie Générale,Homefeyen,ORIENTALE,inconnu
10830,1993-10-24,H,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,CS Lukuga,NORD-KIVU,inconnu
10830,1993-10-24,H,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,CS Lukuga,NORD-KIVU,inconnu
10831,1990-01-13,H,,DIPLÔME D'ETAT,53.0,Pédagogie,Pédagogie générale,Ihimbi,SUD-KIVU,inconnu
10832,1994-09-11,H,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Hekima,SUD-KIVU,inconnu
10833,1996-07-27,H,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
10833,1996-07-27,H,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
10834,1993-12-13,H,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Weza,SUD-KIVU,inconnu
10834,1993-12-13,H,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Weza,SUD-KIVU,inconnu
10835,1992-02-03,H,,DIPLÔME D'ETAT,50.0,Technique,Sociale,UMOJA,SUD-KIVU,inconnu
10835,1992-02-03,H,,DIPLÔME D'ETAT,50.0,Technique,Sociale,UMOJA,SUD-KIVU,inconnu
10836,1995-03-12,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,Garamba,NORD-KIVU,inconnu
10836,1995-03-12,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale et Administrative,Garamba,NORD-KIVU,inconnu
10837,1997-05-12,F,,DIPLÔME D'ETAT,68.0,Technique,Commerciale et Administrative,Majengo,NORD-KIVU,inconnu
10838,1995-12-22,F,,DIPLÔME D'ETAT,63.0,Technique,Commerciale informatique,Faraja,NORD-KIVU,inconnu
10838,1995-12-22,F,,DIPLÔME D'ETAT,63.0,Technique,Commerciale informatique,Faraja,NORD-KIVU,inconnu
10839,1989-04-05,H,,DIPLÔME D'ETAT,51.0,Littéraire,Latin-Philosophie,Kirumba,NORD-KIVU,inconnu
10839,1989-04-05,H,,DIPLÔME D'ETAT,51.0,Littéraire,Latin-Philosophie,Kirumba,NORD-KIVU,inconnu
10840,1995-12-29,H,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Katasoyire,NORD-KIVU,inconnu
10840,1995-12-29,H,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Katasoyire,NORD-KIVU,inconnu
10841,1989-05-05,H,,DIPLÔME D'ETAT,58.0,Littéraire,Latin-Philosophie,Kalumbwa,SUD-KIVU,inconnu
10841,1989-05-05,H,,DIPLÔME D'ETAT,58.0,Littéraire,Latin-Philosophie,Kalumbwa,SUD-KIVU,inconnu
10842,1994-12-12,F,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie Générale,CS Bahunga,KINSHASA,inconnu
10842,1994-12-12,F,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie Générale,CS Bahunga,KINSHASA,inconnu
10843,1994-09-12,F,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie Générale,Mandayi,NORD-KIVU,inconnu
10844,1994-03-03,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie Générale,Mushere,SUD-KIVU,inconnu
10844,1994-03-03,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie Générale,Mushere,SUD-KIVU,inconnu
10845,1993-01-21,H,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Mandai,NORD-KIVU,inconnu
10846,1984-12-24,H,,DIPLÔME D'ETAT,50.0,Scientifique,Mathématique Physique,Oicha,NORD-KIVU,inconnu
10847,1995-11-11,H,,DIPLÔME D'ETAT,52.0,Scientifique,Biologie Chimie,IDAP/ISP Bunia,ORIENTALE,inconnu
10847,1995-11-11,H,,DIPLÔME D'ETAT,52.0,Scientifique,Biologie Chimie,IDAP/ISP Bunia,ORIENTALE,inconnu
