,Unnamed: 0,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
1397,1397,PED,pg,kalngu,inconnu,kalngu,kalungu,pedagogie
1398,1398,LIT,lp,alfajiri,inconnu,alfajiri,alfajiri,latin philo
1399,1399,SC,bc,cs nuru,inconnu,nuru,uhuru,bio-chimie
1400,1400,TEC,elec,kyeshero,inconnu,kyeshero,kyeshero,elec
1401,1401,SC,bc,amani,inconnu,amani,amani,bio-chimie
1402,1402,SC,mp,edap isp bkv,inconnu,edap isp bkv,edap isp bkv,math-physique
1403,1403,SC,mp,jikaze,inconnu,jikaze,jikaze,math-physique
1404,1404,PED,pg,visoke,inconnu,visoke,visoke,pedagogie
1405,1405,SC,bc,amani,inconnu,amani,amani,bio-chimie
1406,1406,SC,bc,fadhili,inconnu,fadhili,fadhili,bio-chimie
1407,1407,TEC,mec gene,itig,inconnu,itig,itig,mec gene
1408,1408,SC,bc,mwanga,inconnu,mwanga,mwanga,bio-chimie
1409,1409,SC,mp,mapatano,inconnu,mapatano,mawato,math-physique
1410,1410,SC,bc,lwanga,inconnu,lwanga,lwanga,bio-chimie
1411,1411,TEC,ca,bakanja,inconnu,bakanja,bakadja,commmerciale et adm
1412,1412,TEC ELEC GENERALE,elect generale,itig,inconnu,itig,itig,elec
1413,1413,SCIENTIFIQUE,biologie chimie,institut metanoia,inconnu,metanoia,metanoia,bio-chimie
1414,1414,TEC,elect,itig,inconnu,itig,itig,elec
1415,1415,SC,bc,cs la fontaine,inconnu,la fontaine,la fontaine,bio-chimie
1416,1416,LITTERAIRE,latin philo,institut bangu,inconnu,bangu,kalungu,latin philo
1417,1417,SC,bc,amani,inconnu,amani,amani,bio-chimie
1418,1418,SC,bc,fadhili,inconnu,fadhili,fadhili,bio-chimie
1419,1419,SC,bc,lukanga,inconnu,lukanga,lukanga,bio-chimie
1420,1420,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
1421,1421,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
1422,1422,Scientifique,biologie chimie,saiente famille,inconnu,saiente famille,sainte famille,bio-chimie
1423,1423,TEC,sociale,mont sinai,inconnu,mont sinai,mont sinai,sociale
1424,1424,SC,bc,ibanda,inconnu,ibanda,ibanda,bio-chimie
1425,1425,SC,bc,wima,inconnu,wima,wima,bio-chimie
1426,1426,Technique,mécanique générale,kyeshero,inconnu,kyeshero,kyeshero,mec gene
1427,1427,SC,bc,ibanda,inconnu,ibanda,ibanda,bio-chimie
1428,1428,SC,bc,edap isp bunia,inconnu,edap isp bunia,idap isp bunia,bio-chimie
1429,1429,SC,bc,inst de la sucrerie de kiliba,inconnu,de la sucrerie de kiliba,de la sucrerie de kiliba,bio-chimie
1430,1430,PED,pg,espoir2,inconnu,espoir2,espoir1,pedagogie
1431,1431,SC,mp,st kizito,inconnu,st kizito,itm kizito,math-physique
1432,1432,SC,bc,lycee amani,inconnu,amani,amani,bio-chimie
1433,1433,TEC,ca,edap isp bkv,inconnu,edap isp bkv,edap isp bkv,commmerciale et adm
1434,1434,SC,bc,idanda,inconnu,idanda,ibanda,bio-chimie
1435,1435,TEC,ca,maranatha,inconnu,maranatha,maranatha,commmerciale et adm
1436,1436,PED,pg,itavep/mahanga,inconnu,itavep/mahanga,itk mahamba,pedagogie
1437,1437,L,lp,maendeleo,inconnu,maendeleo,maendeleo,latin philo
1438,1438,LIT,lp,st paul,inconnu,st paul,saint paul,latin philo
1439,1439,PED,pg,sake,inconnu,sake,sake,pedagogie
1440,1440,PED,pg,metanoia,inconnu,metanoia,metanoia,pedagogie
1441,1441,LIT,lp,lycee butembo,inconnu,butembo,butembo,latin philo
1442,1442,PED,pg,bunyanga,inconnu,bunyanga,bunyanga,pedagogie
1443,1443,PED,pg,maendeleo,inconnu,maendeleo,maendeleo,pedagogie
1444,1444,PED,pg,totoro,inconnu,totoro,totoro,pedagogie
1445,1445,TEC,ca,zanner,inconnu,zanner,zanner,commmerciale et adm
1446,1446,TEC,com inform,tmaini,inconnu,tmaini,tmaini,commerciale informatique
1447,1447,Littéraire,latin philososophie,wima,inconnu,wima,wima,latin philo
1448,1448,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1449,1449,TEC,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
1450,1450,PED,pg,maendeleo,inconnu,maendeleo,maendeleo,pedagogie
1451,1451,TEC,sociale,hekima,inconnu,hekima,hekima,sociale
1452,1452,TCHNIQUE,commmerciale et adm,institut metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1453,1453,LITTERAIRE,latin philo,institut mwanga,inconnu,mwanga,mwanga,latin philo
1454,1454,PEDAGOGIEQUE,peda generale,lycee mapatano,inconnu,mapatano,mawato,pedagogie
1455,1455,PEDAGOGIEQUE,peda generale,institut mont carmel,inconnu,mont carmel,mont caemel,pedagogie
1456,1456,PEDAGOGIEQUE,peda generale,institut lwanga bobandana,inconnu,lwanga bobandana,lwanga bobandana,pedagogie
1457,1457,LITTERAIRE,latin philo,lycee anuarite,inconnu,anuarite,anuarite,latin philo
1458,1458,PED,pg,busimba,inconnu,busimba,busimba,pedagogie
1459,1459,PEDAGOGIEQUE,peda generale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
1460,1460,TECHN IQUE,sociale,institut uzima,inconnu,uzima,uzima,sociale
1461,1461,LITTERAIRE,latin philo,g.s. mont sinai,inconnu,g.s. mont sinai,gs mont sinai,latin philo
1462,1462,SCENTIFIQUE,bio chimie,institut kyeshero,inconnu,kyeshero,kyeshero,bio-chimie
1463,1463,PEDAGOGIEQUE,peda generale,institut de goma,inconnu,de goma,de goma,pedagogie
1464,1464,PEDAGOGIEQUE,peda generale,institut lwanga/bobandana,inconnu,lwanga/bobandana,lwanga bobandana,pedagogie
1465,1465,PEDAGOGIEQUE,peda generale,institut olimba,inconnu,olimba,kalimba,pedagogie
1466,1466,PED,pg,rambo,inconnu,rambo,rambo,pedagogie
1467,1467,TECHNIQUE,nutrition,saint michel,inconnu,saint michel,saint michel,nutr
1468,1468,HOTESSE D'ACCUEIL,relations publiques,institut notre dame de fatima,inconnu,notre dame de fatima,notre dame olame,relations publiques
1469,1469,LITTERAIRE,latin philo,c.s la sapiniere,inconnu,c.s la sapiniere,la sapiniere,latin philo
1470,1470,PEDAGOGIEQUE,peda generale,institut saint joseph,inconnu,saint joseph,st joseph,pedagogie
1471,1471,TECHNIQUE,commerciale et administrative,cs de bunia,inconnu,de bunia,de bunia,commmerciale et adm
1472,1472,LITTERAIRE,latin philo,institut mont goma,inconnu,mont goma,ngoma,latin philo
1473,1473,PEDAGOGIEQUE,peda generale,institut patemo,inconnu,patemo,patemo,pedagogie
1474,1474,LIT,lp,mwanga,inconnu,mwanga,mwanga,latin philo
1475,1475,PEDAGOGIEQUE,peda generale,institut totoro,inconnu,totoro,totoro,pedagogie
1476,1476,LITTERAIRE,latin philo,institut himbi,inconnu,himbi,himbi,latin philo
1477,1477,LITTERAIRE,latin philo,institut lwa-nzururu,inconnu,lwa-nzururu,lwanzururu,latin philo
1478,1478,TECHNIQUE,sociale,institut maendeleo,inconnu,maendeleo,maendeleo,sociale
1479,1479,LITTERAIRE,latin philo,ciesk,inconnu,ciesk,chidasa,latin philo
1480,1480,TECHNIQUE,com et adm,itc  ngaliema,inconnu,itc ngaliema,itc ngaliema,commmerciale et adm
1481,1481,TEC,sociale,zawadi ya raisi,inconnu,zawadi ya raisi,zawadi ya raisi,sociale
1482,1482,TECHN,sociale,mugunga,inconnu,mugunga,mugunga,sociale
1483,1483,Littéraire,latin philo,himbi,inconnu,himbi,himbi,latin philo
1484,1484,Technique,commerciale administrative,lycée wima,inconnu,wima,wima,commmerciale et adm
1485,1485,PEDAGOGIEQUE,peda generale,intitut metanoia,inconnu,metanoia,metanoia,pedagogie
1486,1486,TECHNIQUE,sociale,institut notre dame aux larmes,inconnu,notre dame aux larmes,notre dame olame,sociale
1487,1487,Scientifique,biologie chimie,mwandu,inconnu,mwandu,mwandu,bio-chimie
1488,1488,LIT,lp,metanoia,inconnu,metanoia,metanoia,latin philo
1489,1489,PED,pg,mfuki,inconnu,mfuki,mfuki,pedagogie
1490,1490,PED,pg,mont goma,inconnu,mont goma,ngoma,pedagogie
1491,1491,PED,pg,mululu,inconnu,mululu,mululu,pedagogie
1492,1492,Pédagogique,pédagogie générale,mikeno officiel,inconnu,mikeno officiel,mikeno isl,pedagogie
1493,1493,LIT,lp,mwanga,inconnu,mwanga,mwanga,latin philo
1494,1494,Pédagogique,pédagogie générale,kasali,inconnu,kasali,kasali,pedagogie
1495,1495,PED,pg,goma,inconnu,goma,ngoma,pedagogie
1496,1496,Pédagogique,pédagogie générale,mushere,inconnu,mushere,mushere,pedagogie
1497,1497,LIT,lp,metanoia,inconnu,metanoia,metanoia,latin philo
1498,1498,PED,pg,auto,inconnu,auto,auto,pedagogie
1499,1499,TEC,sociale,muzizi,inconnu,muzizi,muhini,sociale
1500,1500,Technique,commerciale et administrative,kalimabenge,inconnu,kalimabenge,kalimabenge,commmerciale et adm
1501,1501,Technique,sociale,ndahura,inconnu,ndahura,ndahura,sociale
1502,1502,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
1503,1503,LIT,lp,metanoia,inconnu,metanoia,metanoia,latin philo
1504,1504,LIT,lp,mwanga,inconnu,mwanga,mwanga,latin philo
1505,1505,Littéraire,latin philo,metanoia,inconnu,metanoia,metanoia,latin philo
1506,1506,Littéraire,latin philo,mwandu,inconnu,mwandu,mwandu,latin philo
1507,1507,Littéraire,latin philo,mwangi,inconnu,mwangi,mwangi,latin philo
1508,1508,LIT,lp,mwandu,inconnu,mwandu,mwandu,latin philo
1509,1509,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
1510,1510,Littéraire,latin philo,maendeleo,inconnu,maendeleo,maendeleo,latin philo
1511,1511,LIT,lp,maendeleo,inconnu,maendeleo,maendeleo,latin philo
1512,1512,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1513,1513,Pédagogique,pédagogie générale,bigilimani,inconnu,bigilimani,bigilimani,pedagogie
1514,1514,Scientifique,mathématique physique,ndoluma,inconnu,ndoluma,ngoma,math-physique
1515,1515,Littéraire,latin philo,kuntwala,inconnu,kuntwala,kuntwala,latin philo
1516,1516,Pédagogique,pédagogie générale,institutu communautaire du lac,inconnu,communautaire du lac,communautaire du lac,pedagogie
1517,1517,TEC,ca,lycee nyakasaza,inconnu,nyakasaza,nyakasaza,commmerciale et adm
1518,1518,TEC,agricole,st michel,inconnu,st michel,chemchem,agricole
1519,1519,Pédagogie,pédagogie générale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
1520,1520,SC,bc,gs de la salle,inconnu,gs de la salle,gs de la salle,bio-chimie
1521,1521,Technique,commerciale administrative,rutoboko,inconnu,rutoboko,rutoboko,commmerciale et adm
1522,1522,PEDAGOGIEQUE,peda generale,institut visoke,inconnu,visoke,visoke,pedagogie
1523,1523,PEDAGOGIEQUE,peda generale,institut faradja,inconnu,faradja,faraja,pedagogie
1524,1524,TEC,sociale,nidunga,inconnu,nidunga,nidunga,sociale
1525,1525,PED,pg,ndata,inconnu,ndata,ngoma,pedagogie
1526,1526,PED,pg,de bukavu,inconnu,de bukavu,de bukavu,pedagogie
1527,1527,LIT,lp,kambali,inconnu,kambali,kambali,latin philo
1528,1528,PED,pg,tuungane,inconnu,tuungane,tuungane,pedagogie
1529,1529,SCIENTIFIQUE,math-physique,college tetembwa,inconnu,tetembwa,tetembwa,math-physique
1530,1530,PEDAGOGIE,pedagogie generale,msawato,inconnu,msawato,mawato,pedagogie
1531,1531,SCIENTIFIQUE,math-physique,majengo,inconnu,majengo,majengo,math-physique
1532,1532,TECHNIQUE,commerciale administrative,mama yetu,inconnu,mama yetu,mama yetu,commmerciale et adm
1533,1533,PEDAGOGIE,pedagogie generale,bagira,inconnu,bagira,bagira,pedagogie
1534,1534,TECHNIQUE,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
1535,1535,SCIENTIFIQUE,bio-chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
1536,1536,PEDAGOGIE,pedagogie generale,gs la promise,inconnu,gs la promise,gs la promise,pedagogie
1537,1537,SCIENTIFIQUE,math-physique,majengo,inconnu,majengo,majengo,math-physique
1538,1538,PEDAGOGIE,pedagogie generale,faraja,inconnu,faraja,faraja,pedagogie
1539,1539,TECHNIQUE,commerciale administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
1540,1540,TECHNIQUE,commerciale administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
1541,1541,TECHNIQUE,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
1542,1542,TECHNIQUE,commerciale administrative,annuarite,inconnu,annuarite,anuarite,commmerciale et adm
1543,1543,TECHNIQUE,commerciale administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
1544,1544,PEDAGOGIE,pedagogie generale,gs mont sinai,inconnu,gs mont sinai,gs mont sinai,pedagogie
1545,1545,TECHNIQUE,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1546,1546,PEDAGOGIE,pedagogie generale,kasuku,inconnu,kasuku,kalungu,pedagogie
1547,1547,TECHNIQUE,veterinaire,itve,inconnu,itve,itve,vétérinaire
1548,1548,PEDAGOGIE,pedagogie generale,bigilimani,inconnu,bigilimani,bigilimani,pedagogie
1549,1549,PEDAGOGIE,pedagogie generale,gs la promise,inconnu,gs la promise,gs la promise,pedagogie
1550,1550,TECHNIQUE,commerciale administrative,majengo,inconnu,majengo,majengo,commmerciale et adm
1551,1551,PEDAGOGIE,pedagogie generale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
1552,1552,TECHNIQUE,commerciale administrative,cs mama yetu,inconnu,mama yetu,mama yetu,commmerciale et adm
1553,1553,TECHNIQUE,commerciale administrative,mwanga/uvira,inconnu,mwanga/uvira,mwanga/ uvira,commmerciale et adm
1554,1554,SCIENTIFIQUE,math-physique,majengo,inconnu,majengo,majengo,math-physique
1555,1555,PEDAGOGIE,pedagogie generale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
1556,1556,TECHNIQUE,c,majengo,inconnu,majengo,majengo,commmerciale et adm
1557,1557,TECHNIQUE,commerciale administrative,cs ndosho,inconnu,ndosho,ndosho,commmerciale et adm
1558,1558,SCIENTIFIQUE,bio-chimie,neema,inconnu,neema,ngoma,bio-chimie
1559,1559,SCIENTIFIQUE,bio-chimie,weza,inconnu,weza,weza,bio-chimie
1560,1560,TECHNIQUE,commerciale administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
1561,1561,TECHNIQUE,commerciale administrative,icl,inconnu,icl,icl,commmerciale et adm
1562,1562,TECHNIQUE,commerciale administrative,virunga quartier,inconnu,virunga quartier,virunga/quartier,commmerciale et adm
1563,1563,TECHNIQUE,sociale,cs lapereaux,inconnu,lapereaux,la pereaux,sociale
1564,1564,TECHNIQUE,sociale,autodidacte,inconnu,autodidacte,autodidacte,sociale
1565,1565,TECHNIQUE,commerciale administrative,majengo,inconnu,majengo,majengo,commmerciale et adm
1566,1566,TECHNIQUE,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
1567,1567,TECHNIQUE,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
1568,1568,PEDAGOGIE,pedagogie generale,bagira,inconnu,bagira,bagira,pedagogie
1569,1569,TECHNIQUE,commerciale administrative,isidore bakanja,inconnu,isidore bakanja,bakadja,commmerciale et adm
1570,1570,TECHNIQUE,nutrition,ste ursule,inconnu,ste ursule,sainte ursule,nutr
1571,1571,TECHNIQUE,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
1572,1572,TECHNIQUE,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
1573,1573,TECHNIQUE,sociale,sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1574,1574,TECHNIQUE,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
1575,1575,TECHNIQUE,commerciale administrative,saint joseph,inconnu,saint joseph,st joseph,commmerciale et adm
1576,1576,TECHNIQUE,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
1577,1577,TECHNIQUE,commerciale informatique,mwanga,inconnu,mwanga,mwanga,commerciale informatique
1578,1578,TECHNIQUE,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
1579,1579,TECHNIQUE,sociale,sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1580,1580,TECHNIQUE,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
1581,1581,PEDAGOGIE,pedagogie generale,kihinga,inconnu,kihinga,kishanga,pedagogie
1582,1582,LITTERAIRE,latin philo,bungulu,inconnu,bungulu,uhuru,latin philo
1583,1583,Scientifique,mathématique physique,kabila,inconnu,kabila,kabila,math-physique
1584,1584,SCIENTIFIQUE,bio-chimie,busanganya,inconnu,busanganya,bsangani,bio-chimie
1585,1585,TECHNIQUE,sociale,ste ursule,inconnu,ste ursule,sainte ursule,sociale
1586,1586,TECHNIQUE,commerciale administrative,mikeno nc,inconnu,mikeno nc,mikeno nc,commmerciale et adm
1587,1587,LITERRAIRE,latin philo,bukavu,inconnu,bukavu,de bukavu,latin philo
1588,1588,TECHNIQUE,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1589,1589,LITERRAIRE,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
1590,1590,TECHNIQUE,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
1591,1591,SCIENTIFIQUE,bio-chimie,alfajiri,inconnu,alfajiri,alfajiri,bio-chimie
1592,1592,LITTERAIRE,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
1593,1593,TECHNIQUE,sociale,mikeno nc,inconnu,mikeno nc,mikeno nc,sociale
1594,1594,Technique,sociale,hekima,inconnu,hekima,hekima,sociale
1595,1595,Technique,sociale,uzima,inconnu,uzima,uzima,sociale
1596,1596,Technique,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
1597,1597,PEDAGOGIE,pedagogie generale,maranatha,inconnu,maranatha,maranatha,pedagogie
1598,1598,PEDAGOGIE,pedagogie generale,elimu,inconnu,elimu,milima,pedagogie
1599,1599,PEDAGOGIE,pedagogie generale,kabamba,inconnu,kabamba,kalimba,pedagogie
1600,1600,TECHNIQUE,sociale,mikeno nc,inconnu,mikeno nc,mikeno nc,sociale
1601,1601,Technique,commerciale administrative,cs ndosho,inconnu,ndosho,ndosho,commmerciale et adm
1602,1602,TECHNIQUE,commerciale administrative,avenir,inconnu,avenir,avenir,commmerciale et adm
1603,1603,PEDAGOGIE,pedagogie generale,kimua,inconnu,kimua,kimua,pedagogie
1604,1604,LITTERAIRE,latin philo,lycée mwandu,inconnu,mwandu,lycée mwandu,latin philo
1605,1605,PEDAGOGIE,pedagogie generale,azuhuri,inconnu,azuhuri,uhuru,pedagogie
1606,1606,PEDAGOGIE,pedagogie generale,bora,inconnu,bora,moria,pedagogie
1607,1607,TECHNIQUE,commerciale administrative,maendeleo,inconnu,maendeleo,maendeleo,commmerciale et adm
1608,1608,Scientifique,math-physique,alfajiri,inconnu,alfajiri,alfajiri,math-physique
1609,1609,Pédagogique,pédagogie générale,bwindi,inconnu,bwindi,bwindi,pedagogie
1610,1610,Technique,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
1611,1611,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1612,1612,Technique,sociale,sayuni,inconnu,sayuni,sayuni,sociale
1613,1613,Scientifique,math-physique,burhiba,inconnu,burhiba,burhiba,math-physique
1614,1614,TECHNIQUE,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
1615,1615,Technique,sociale,mikeno nc,inconnu,mikeno nc,mikeno nc,sociale
1616,1616,TECHNIQUE,commerciale informatique,uzima,inconnu,uzima,uzima,commerciale informatique
1617,1617,TECHNIQUE,sociale,sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1618,1618,Scientifique,biologie-chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
1619,1619,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1620,1620,Technique,sociale,ste ursule,inconnu,ste ursule,sainte ursule,sociale
1621,1621,Technique,sociale,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,sociale
1622,1622,SCIENTIFIQUE,bio-chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
1623,1623,LITERRAIRE,latin philo,mont goma,inconnu,mont goma,ngoma,latin philo
1624,1624,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1625,1625,TECHNIQUE,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
1626,1626,PEDAGOGIE,pedagogie generale,maendeleo,inconnu,maendeleo,maendeleo,pedagogie
1627,1627,MECANIQUE,machines outils,itfm maendeleo,inconnu,itfm maendeleo,itfm maendeleo,machine outil
1628,1628,TECHNIQUE,commerciale administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
1629,1629,SCIENTIFIQUE,bio-chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
1630,1630,Scientifique,biologie-chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
1631,1631,PEDAGOGIE,pedagogie generale,hekima,inconnu,hekima,hekima,pedagogie
1632,1632,LITERRAIRE,latin philo,metanoia,inconnu,metanoia,metanoia,latin philo
1633,1633,SCIENTIFIQUE,bio-chimie,amani,inconnu,amani,amani,bio-chimie
1634,1634,TECHNIQUE,commerciale administrative,majengo,inconnu,majengo,majengo,commmerciale et adm
1635,1635,TECHNIQUE,sociale,sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1636,1636,Pédagogique,pédagogie générale,des bukavu,inconnu,des bukavu,de bukavu,pedagogie
1637,1637,Pédagogique,pédagogie générale,himbi,inconnu,himbi,himbi,pedagogie
1638,1638,PEDAGOGIE,pedagogie generale,bihira,inconnu,bihira,bulera,pedagogie
1639,1639,TECHNIQUE,commerciale administrative,muzizi,inconnu,muzizi,muhini,commmerciale et adm
1640,1640,LITERRAIRE,latin philo,saint joseph,inconnu,saint joseph,st joseph,latin philo
1641,1641,LITERRAIRE,latin philo,lycee wima,inconnu,wima,wima,latin philo
1642,1642,Scientifique,biologie-chimie,tupendane,inconnu,tupendane,tupendane,bio-chimie
1643,1643,TECHNIQUE,sociale,lwanga,inconnu,lwanga,lwanga,sociale
1644,1644,TECHNIQUE,commerciale administrative,majengo,inconnu,majengo,majengo,commmerciale et adm
1645,1645,SCIENTIFIQUE,bio-chimie,nuru,inconnu,nuru,uhuru,bio-chimie
1646,1646,TECHNIQUE,commerciale administrative,mikeno nc,inconnu,mikeno nc,mikeno nc,commmerciale et adm
1647,1647,Techhnique,sociale,mikeno nc,inconnu,mikeno nc,mikeno nc,sociale
1648,1648,TECHNIQUE,commerciale administrative,majengo,inconnu,majengo,majengo,commmerciale et adm
1649,1649,PEDAGOGIE,pedagogie generale,bwanga,inconnu,bwanga,bwanga,pedagogie
1650,1650,LITERRAIRE,latin philo,zanner,inconnu,zanner,zanner,latin philo
1651,1651,TECHNIQUE,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
1652,1652,Pédagogique,pédagogie générale,mikeno nk,inconnu,mikeno nk,mikeno nc,pedagogie
1653,1653,TECHNIQUE,commerciale administrative,mama yetu,inconnu,mama yetu,mama yetu,commmerciale et adm
1654,1654,PEDAGOGIE,pedagogie generale,lycee katana,inconnu,katana,katana,pedagogie
1655,1655,TECHNIQUE,sociale,sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1656,1656,TECHNIQUE,sociale,sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
1657,1657,SCIENTIFIQUE,math-physique,mwanga,inconnu,mwanga,mwanga,math-physique
1658,1658,Littéraire,latin philo,musienene,inconnu,musienene,musienene,latin philo
1659,1659,TECHNIQUE INDUST,mecanique generale,maboso,inconnu,maboso,maboso,mec gene
1660,1660,TECHNIQUE,commerciale administrative,mikeno nc,inconnu,mikeno nc,mikeno nc,commmerciale et adm
