,IDENTIFICATION,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,BIRTHDAY,GENDER,DIPLOMPERCENTAGE,AGE
4085,6829,inconnu,utaniadun,pedagogie,FSEG,NORD-KIVU,1985-02-28,F,53.0,32
4086,6839,inconnu,lumiere,bio-chimie,FSEG,SUD-KIVU,1987-10-10,H,50.0,29
4087,6886,inconnu,buramba,pedagogie,FT,NORD-KIVU,1986-10-14,H,58.0,30
4088,6912,inconnu,mwajengo,bio-chimie,FSDC,NORD-KIVU,1989-05-17,F,52.0,28
4089,6914,inconnu,gs 8 mars,pedagogie,FPSE,NORD-KIVU,1970-01-11,F,72.0,47
4090,6926,inconnu,Mwangaza,pedagogie,FD,NORD-KIVU,1991-03-20,H,59.0,26
4091,6942,inconnu,itcb,pedagogie,FSDC,SUD-KIVU,1988-10-07,F,50.0,28
4092,6952,inconnu,bandari,commmerciale et adm,FD,SUD-KIVU,1988-12-04,F,55.0,28
4093,6964,inconnu,mikeno isl,sociale,FD,NORD-KIVU,1990-08-07,H,54.0,26
4094,6977,inconnu,itm kizito,hospitalière,FSDC,NORD-KIVU,1979-09-30,F,56.8765221107,37
4095,6980,inconnu,bugarula,pedagogie,FSDC,NORD-KIVU,1982-06-08,H,50.0,35
4096,6987,inconnu,kirumba,latin philo,FSDC,NORD-KIVU,1978-01-01,H,55.0,39
4097,6989,inconnu,itm,inconnu,FSDC,NORD-KIVU,1957-12-30,H,56.8765221107,59
4098,6995,publique,edap/isp bukavu,bio-chimie,FSDC,SUD-KIVU,1991-07-13,F,53.0,25
4099,7006,inconnu,musanga,nutr,FSEG,NORD-KIVU,1992-09-04,F,50.0,24
4100,7016,inconnu,cirezi,pedagogie,FPSE,SUD-KIVU,1977-02-12,F,53.0,40
4101,7032,inconnu,luka,pedagogie,FPSE,SUD-KIVU,1992-07-05,H,61.0,25
4102,7034,inconnu,buramba,pedagogie,FPSE,NORD-KIVU,1991-12-01,H,61.0,25
4103,7041,inconnu,katana,pedagogie,FPSE,SUD-KIVU,1981-11-17,F,51.0,35
4104,7044,inconnu,cibanda,pedagogie,FPSE,SUD-KIVU,1966-11-12,H,50.0,50
4105,7049,inconnu,NDEREMBI,pedagogie,FT,NORD-KIVU,1990-06-13,H,54.0,27
4106,7053,inconnu,auto,pedagogie,FSEG,SUD-KIVU,1988-09-12,H,51.0,28
4107,7055,inconnu,lumiere,pedagogie,FSEG,SUD-KIVU,1991-10-14,H,65.0,25
4108,7062,inconnu,mikeno isl,sociale,FSEG,NORD-KIVU,1989-07-09,F,51.0,28
4109,7082,inconnu,kifungo,math-physique,FSEG,KATANGA,1991-02-22,H,51.0,26
4110,7105,inconnu,GRACIA,pedagogie,FSEG,SUD-KIVU,1993-01-27,F,59.0,24
4111,7108,inconnu,bikuka,pedagogie,FSEG,NORD-KIVU,1991-09-21,H,68.0,25
4112,7112,inconnu,maadibisho,bio-chimie,FSEG,NORD-KIVU,1990-08-31,H,60.0,26
4113,7125,inconnu,INSTITUT BWINZI,pedagogie,FD,SUD-KIVU,1990-05-05,H,70.0,27
4114,7146,inconnu,mayele,math-physique,FSEG,ORIENTALE,1992-04-24,H,63.0,25
4115,7168,inconnu,maadibisho,bio-chimie,FSEG,NORD-KIVU,1991-01-03,H,52.0,26
4116,7196,inconnu,luvango,commmerciale et adm,FSEG,NORD-KIVU,1987-05-06,H,51.0,30
4117,7200,inconnu,lumiere,commmerciale et adm,FSEG,SUD-KIVU,1992-07-07,H,52.0,25
4118,7222,inconnu,MWANDU,bio-chimie,FSEG,NORD-KIVU,1992-11-05,H,63.0,24
4119,7223,inconnu,loyola,commmerciale et adm,FSEG,NORD-KIVU,1993-05-21,H,73.0,24
4120,7268,inconnu,i katwa,commmerciale et adm,FSEG,NORD-KIVU,1992-03-23,H,56.0,25
4121,7271,inconnu,jikaze,commmerciale et adm,FSEG,NORD-KIVU,1981-03-31,H,56.0,36
4122,7288,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,1992-02-02,F,56.0,25
4123,7302,inconnu,mikeno isl,inconnu,FD,NORD-KIVU,1989-01-09,H,54.0,28
4124,7310,inconnu,auto,pedagogie,FD,SUD-KIVU,1990-02-12,H,77.0,27
4125,7311,inconnu,essi nyamirambo,math-physique,FSEG,inconnu,1991-05-01,F,56.8765221107,26
4126,7327,inconnu,kaoze,latin philo,FSDC,KATANGA,1993-07-26,H,76.0,23
4127,7349,inconnu,kanzulinzuli,sociale,FSDC,NORD-KIVU,1988-02-22,H,52.0,29
4128,7364,inconnu,hekima,pedagogie,FSDC,SUD-KIVU,1989-09-23,F,65.0,27
4129,7368,inconnu,uaminifu,pedagogie,FSDC,NORD-KIVU,1970-08-04,F,57.0,46
4130,7369,inconnu,moliere,pedagogie,FSDC,NORD-KIVU,1991-06-16,H,52.0,26
4131,7374,inconnu,salama,pedagogie,FSDC,NORD-KIVU,1992-09-09,F,51.0,24
4132,7393,inconnu,famila dei,nutr,FSDC,SUD-KIVU,1992-06-07,F,51.0,25
4133,7396,inconnu,mikeno isl,sociale,FSDC,NORD-KIVU,1989-10-09,F,53.0,27
4134,7403,inconnu,cirezi,pedagogie,FSDC,SUD-KIVU,1991-10-18,F,55.0,25
4135,7416,inconnu,le germe,pedagogie,FSDC,NORD-KIVU,1990-10-10,F,50.0,26
4136,7424,inconnu,la vision,pedagogie,FSDC,SUD-KIVU,1991-11-18,H,57.0,25
4137,7427,inconnu,totro,pedagogie,FSDC,NORD-KIVU,1989-04-27,F,51.0,28
4138,7447,inconnu,les petits génies,nutr,FSDC,NORD-KIVU,1991-03-21,F,51.0,26
4139,7452,inconnu,cirezi,bio-chimie,FSDC,SUD-KIVU,1992-06-06,F,58.0,25
4140,7479,inconnu,sainte famille,pedagogie,FPSE,SUD-KIVU,1990-05-13,H,52.0,27
4141,7501,inconnu,mgr moke,commmerciale et adm,FSEG,KINSHASA,1992-02-25,F,63.0,25
4142,7502,inconnu,g.s lemba,latin philo,FSEG,KINSHASA,1988-02-09,F,54.0,29
4143,7508,inconnu,kasika,pedagogie,FT,NYARUKENGE,1986-02-28,H,51.0,31
4144,7513,inconnu,utamaduni,pedagogie,FT,NORD-KIVU,1986-07-21,H,53.0,30
4145,7519,inconnu,rwabika,bio-chimie,FSEG,NORD-KIVU,1988-06-20,H,60.0,29
4146,7536,inconnu,rwabika,inconnu,FSTA,SUD-KIVU,1989-07-04,H,52.0,28
4147,7540,inconnu,auto,pedagogie,FSTA,NORD-KIVU,1989-07-24,H,64.0,27
4148,7550,inconnu,bwindi,bio-chimie,FSTA,SUD-KIVU,1991-02-02,H,59.0,26
4149,7575,inconnu,gihundu,bio-chimie,FSTA,inconnu,1992-05-08,F,56.8765221107,25
4150,7576,inconnu,cirezi,bio-chimie,FSTA,SUD-KIVU,1994-12-03,F,68.0,22
4151,7580,inconnu,itk mahamba,imprimerie,FSTA,NORD-KIVU,1992-03-15,F,51.0,25
4152,7591,inconnu,auto,pedagogie,FSTA,NORD-KIVU,1989-02-15,H,54.0,28
4153,7605,inconnu,bustani,math-physique,FSTA,NORD-KIVU,1993-07-07,H,50.0,24
4154,7606,inconnu,meso,pedagogie,FSEG,NORD-KIVU,1988-10-20,H,52.0,28
4155,7615,inconnu,itfm maendeleo,mecanique machines outils,FSTA,SUD-KIVU,1991-06-09,H,63.0,26
4156,7616,inconnu,lyce techn de la pleine,inconnu,FSTA,inconnu,1988-12-24,H,56.8765221107,28
4157,7617,inconnu,kasika,pedagogie,FSTA,NORD-KIVU,1990-12-12,F,57.0,26
4158,7633,inconnu,edap isp bkv,math-physique,FSTA,SUD-KIVU,1993-03-02,H,59.0,24
4159,7634,inconnu,jikaze,math-physique,FSTA,NORD-KIVU,1990-05-28,H,57.0,27
4160,7650,inconnu,LWANGA,bio-chimie,FSTA,SUD-KIVU,1990-04-03,H,66.0,27
4161,7670,inconnu,sainte famille,bio-chimie,FSTA,SUD-KIVU,1989-11-06,H,58.0,27
4162,7698,inconnu,de la sucrerie de kiliba,bio-chimie,FSTA,SUD-KIVU,1992-03-07,H,52.0,25
4163,7701,inconnu,itm kizito,math-physique,FSEG,ORIENTALE,1978-01-12,H,64.0,39
4164,7705,inconnu,edap isp bkv,commmerciale et adm,FSEG,SUD-KIVU,1991-08-18,F,59.0,25
4165,7709,inconnu,itk mahamba,pedagogie,FD,NORD-KIVU,1991-07-17,H,64.0,25
4166,7713,inconnu,sake,pedagogie,FD,NORD-KIVU,1993-01-01,H,69.0,24
4167,7719,inconnu,bunyanga,pedagogie,FD,ORIENTALE,1992-05-22,H,63.0,25
4168,7726,inconnu,tmaini,commerciale informatique,FD,SUD-KIVU,1993-10-30,F,68.0,23
4169,7732,inconnu,hekima,sociale,FD,NORD-KIVU,1993-12-25,F,51.0,23
4170,7777,inconnu,patemo,pedagogie,FD,NORD-KIVU,1990-02-02,H,60.0,27
4171,7790,inconnu,itc ngaliema,commmerciale et adm,FSEG,KINSHASA,1986-09-16,F,55.0,30
4172,7793,inconnu,MUGUNGA,sociale,FD,NORD-KIVU,1993-06-30,H,60.0,24
4173,7805,inconnu,Mwandu,bio-chimie,FD,NORD-KIVU,1992-05-16,H,60.0,25
4174,7809,inconnu,mfuki,pedagogie,FD,KASAI ORIENTAL,1990-10-01,H,52.0,26
4175,7815,inconnu,mululu,pedagogie,FD,NORD-KIVU,1992-12-12,H,53.0,24
4176,7816,inconnu,mikeno isl,pedagogie,FD,NORD-KIVU,1992-05-25,F,65.0,25
4177,7832,inconnu,auto,pedagogie,FD,NORD-KIVU,1991-07-13,F,59.0,25
4178,7847,inconnu,Mwandu,latin philo,FD,NORD-KIVU,1992-10-28,F,64.0,24
4179,7850,inconnu,MWANGI,latin philo,FD,NORD-KIVU,1990-04-24,F,63.0,27
4180,7851,inconnu,MWANDU,latin philo,FD,NORD-KIVU,1993-07-02,F,56.0,24
4181,7866,inconnu,kuntwala,latin philo,FD,inconnu,1991-12-10,H,55.0,25
4182,7880,inconnu,st michel,agrecole,FSTA,NORD-KIVU,1990-06-17,H,56.0,27
4183,7889,inconnu,gs de la salle,bio-chimie,FSDC,inconnu,1988-08-03,F,56.8765221107,28
4184,7890,inconnu,rutoboko,commmerciale et adm,FSDC,inconnu,1994-10-02,F,52.0,22
4185,7898,inconnu,nidunga,sociale,FSDC,SUD-KIVU,1986-06-05,H,65.0,31
4186,8094,inconnu,tetembwa,math-physique,FSTA,NORD-KIVU,1994-02-20,F,58.0,23
4187,8099,inconnu,bagira,pedagogie,FD,SUD-KIVU,1980-06-15,H,56.0,37
4188,8102,inconnu,gs la promise,pedagogie,FSDC,NORD-KIVU,1992-06-20,F,51.0,25
4189,8120,inconnu,itve,vétérinaire,FSEG,KASAI ORIENTAL,1989-06-25,H,50.0,28
4190,8123,inconnu,gs la promise,pedagogie,FSDC,NORD-KIVU,1991-07-10,F,51.0,25
4191,8147,inconnu,bagira,pedagogie,FSDC,SUD-KIVU,1991-11-24,H,56.0,25
4192,8162,inconnu,kabila,math-physique,FD,MANIEMA,1988-02-06,H,51.0,29
4193,8176,inconnu,hekima,sociale,FD,NORD-KIVU,1988-10-15,H,51.0,28
4194,8190,inconnu,Lycée Mwandu,latin philo,FD,NORD-KIVU,1994-11-02,F,66.0,22
4195,8196,inconnu,bwindi,pedagogie,FPSE,SUD-KIVU,1992-08-28,H,62.0,24
4196,8202,inconnu,burhiba,math-physique,FSTA,NORD-KIVU,1992-07-30,H,50.0,24
4197,8218,inconnu,itfm maendeleo,machine outil,FSTA,SUD-KIVU,1993-11-26,H,52.0,23
4198,8225,inconnu,hekima,pedagogie,FSDC,NORD-KIVU,1992-11-25,F,59.0,24
4199,8239,inconnu,LWANGA,sociale,FSEG,SUD-KIVU,1992-06-26,H,50.0,25
4200,8246,inconnu,BWANGA,pedagogie,FSEG,NORD-KIVU,1993-03-13,F,64.0,24
4201,8252,inconnu,katana,pedagogie,FD,SUD-KIVU,1985-09-08,H,63.0,31
4202,8257,inconnu,musienene,latin philo,FD,NORD-KIVU,1993-05-12,H,59.0,24
4203,8258,inconnu,maboso,mec gene,FSTA,EQUATEUR,1991-03-30,H,56.0,26
4204,8280,inconnu,kiribunye,pedagogie,FSDC,NORD-KIVU,1992-11-12,H,64.0,24
4205,8289,inconnu,imani,math-physique,FSTA,SUD-KIVU,1990-08-15,H,52.0,26
4206,8291,inconnu,LWANGA,sociale,FD,SUD-KIVU,1992-03-11,H,50.0,25
4207,8311,inconnu,lumiere,commmerciale et adm,FSEG,NORD-KIVU,1992-12-09,H,51.0,24
4208,8313,inconnu,i katwa,pedagogie,FSEG,NORD-KIVU,1989-10-15,F,51.0,27
4209,8327,inconnu,mikeno isl,commmerciale et adm,FSEG,NORD-KIVU,1992-11-27,H,50.0,24
4210,8339,inconnu,sake,pedagogie,FD,NORD-KIVU,1965-12-23,F,53.0,51
4211,8365,inconnu,jikaze,commmerciale et adm,FSEG,NORD-KIVU,1994-07-13,F,59.0,22
4212,8377,inconnu,54,math-physique,FSTA,SUD-KIVU,1993-10-24,H,56.8765221107,23
4213,8378,inconnu,ruharaga,pedagogie,FPSE,SUD-KIVU,1993-06-07,F,60.0,24
4214,8381,inconnu,edap isp bkv,math-physique,FSTA,NORD-KIVU,1994-08-28,H,52.0,22
4215,8398,inconnu,idambo,math-physique,FSEG,SUD-KIVU,1987-08-26,H,53.0,29
4216,8407,inconnu,BWANGA,pedagogie,FSEG,NORD-KIVU,1992-02-28,H,63.0,25
4217,8414,inconnu,gs 8 mars,pedagogie,FSEG,SUD-KIVU,1991-05-23,H,57.0,26
4218,8416,inconnu,itcb,pedagogie,FSDC,SUD-KIVU,1990-12-31,H,57.0,26
4219,8422,inconnu,fazili,bio-chimie,FSTA,NORD-KIVU,1992-06-22,H,59.0,25
4220,8439,inconnu,Lwanga,pedagogie,FSDC,NORD-KIVU,1991-06-04,H,60.0,26
4221,8441,inconnu,gs 8 mars,pedagogie,FSEG,NORD-KIVU,1988-09-08,F,57.0,28
4222,8443,inconnu,tuendelee,pedagogie,FD,SUD-KIVU,1993-04-18,H,64.0,24
4223,8456,inconnu,rutoboko,commmerciale et adm,FSEG,NORD-KIVU,1992-09-12,H,55.0,24
4224,8463,inconnu,sainte famille,bio-chimie,FSTA,SUD-KIVU,1993-05-20,H,61.0,24
4225,8476,inconnu,kiribunye,pedagogie,FSDC,NORD-KIVU,1993-02-06,H,60.0,24
4226,8477,inconnu,61,bio-chimie,FSTA,NORD-KIVU,1993-11-17,F,56.8765221107,23
4227,8486,inconnu,karhale,pedagogie,FSDC,SUD-KIVU,1989-10-10,H,62.0,27
4228,8490,inconnu,boyulu,pedagogie,FT,ORIENTALE,1970-12-17,H,51.0,46
4229,8498,inconnu,ITM DE BOGA,vétérinaire,FSDC,ORIENTALE,1972-02-14,H,71.0,45
4230,8508,inconnu,i katwa,math-physique,FSTA,NORD-KIVU,1993-12-13,F,65.0,23
4231,8525,inconnu,enano,latin philo,FSEG,MANIEMA,1971-03-28,H,54.0,46
4232,8530,inconnu,la releve,pedagogie,FD,SUD-KIVU,1992-03-03,F,58.0,25
4233,8538,inconnu,mahamba,elec,FSTA,NORD-KIVU,1992-07-21,H,52.0,24
4234,8554,inconnu,epaf,bio-chimie,FD,MANIEMA,1993-02-08,H,58.0,24
4235,8566,inconnu,61,math-physique,FSDC,NORD-KIVU,1992-12-12,F,56.8765221107,24
4236,8574,inconnu,Mbaga,sociale,FSEG,NORD-KIVU,1990-10-09,H,64.0,26
4237,8576,inconnu,bokolo,commmerciale et adm,FT,KINSHASA,1992-02-29,H,65.0,25
4238,8578,inconnu,gs asteria urafiki,pedagogie,FPSE,SUD-KIVU,1987-07-24,F,65.0,29
4239,8601,inconnu,Lwanga,pedagogie,FPSE,SUD-KIVU,1994-12-17,H,59.0,22
4240,8603,inconnu,tuendelee,pedagogie,FD,SUD-KIVU,1988-05-27,H,53.0,29
4241,8605,inconnu,gs 8 mars,pedagogie,FD,NORD-KIVU,1991-01-21,F,59.0,26
4242,8607,inconnu,salama,pedagogie,FT,NORD-KIVU,1989-12-12,H,53.0,27
4243,8616,inconnu,gs la promise,pedagogie,FSTA,NORD-KIVU,1991-01-05,H,54.0,26
4244,8619,inconnu,kabalaka,nutr,FSDC,NORD-KIVU,1992-05-03,F,57.0,25
4245,8622,inconnu,st augustin,sociale,FSDC,NORD-KIVU,1994-09-19,H,51.0,22
4246,8624,inconnu,i katwa,pedagogie,FT,NORD-KIVU,1993-10-07,H,63.0,23
4247,8628,inconnu,sauvetage,sociale,FSDC,NORD-KIVU,1992-01-05,F,51.0,25
4248,8630,inconnu,muhe,commmerciale et adm,FD,SUD-KIVU,1991-03-27,H,56.0,26
4249,8631,inconnu,it salama,industrielle,FSTA,KATANGA,1987-03-09,H,58.0,30
4250,8632,inconnu,molende,bio-chimie,FSDC,KINSHASA,1991-11-22,F,52.0,25
4251,8635,inconnu,hodari,sociale,FD,NORD-KIVU,1990-11-18,H,50.0,26
4252,8637,inconnu,alfa,construction,FT,NORD-KIVU,1989-09-28,H,51.0,27
4253,8641,inconnu,Lwanga,pedagogie,FPSE,SUD-KIVU,1993-04-04,H,61.0,24
4254,8647,inconnu,kavanda,pedagogie,FSDC,NORD-KIVU,1983-10-10,H,51.0,33
4255,8653,inconnu,de beni,sociale,FD,NORD-KIVU,1987-08-02,H,52.0,29
4256,8655,inconnu,mabakanga,pedagogie,FD,NORD-KIVU,1987-12-08,H,53.0,29
4257,8657,inconnu,mahamba,mec gene,FSTA,NORD-KIVU,1992-10-23,H,55.0,24
4258,8670,inconnu,isingo,pedagogie,FSDC,SUD-KIVU,1995-11-12,F,62.0,21
4259,8674,inconnu,53,sociale,FSEG,NORD-KIVU,1992-09-30,F,56.8765221107,24
4260,8677,inconnu,i katwa,pedagogie,FT,NORD-KIVU,1989-05-03,H,51.0,28
4261,8694,inconnu,kamagema,pedagogie,FD,SUD-KIVU,1992-01-25,H,72.0,25
4262,8697,inconnu,bushumba,latin philo,FD,SUD-KIVU,1991-07-18,H,62.0,25
4263,8698,inconnu,butumba,pedagogie,FSDC,SUD-KIVU,1989-07-27,F,54.0,27
4264,8700,inconnu,edap isp bkv,math-physique,FD,SUD-KIVU,1994-06-03,H,50.0,23
4265,8709,inconnu,katana,pedagogie,FSDC,SUD-KIVU,1980-12-27,H,52.0,36
4266,8710,inconnu,la releve,pedagogie,FD,SUD-KIVU,1992-05-18,H,69.0,25
4267,8723,inconnu,kamole,pedagogie,FSEG,SUD-KIVU,1994-08-28,H,66.0,22
4268,8728,inconnu,base,bio-chimie,FSEG,ORIENTALE,1989-08-08,F,50.0,27
4269,8739,inconnu,alliance ouest africaine,commmerciale et adm,FSEG,KINSHASA,1989-05-12,H,61.0,28
4270,8742,inconnu,mayele,math-physique,FSTA,ORIENTALE,1987-06-10,H,58.0,30
4271,8752,inconnu,baraka,pedagogie,FD,SUD-KIVU,1989-09-30,H,53.0,27
4272,8753,inconnu,kasika,pedagogie,FPSE,NORD-KIVU,1993-06-19,H,63.0,24
4273,8768,inconnu,taraja,pedagogie,FSDC,SUD-KIVU,1989-05-25,F,50.0,28
4274,8773,inconnu,lunya,commmerciale et adm,FSDC,BANDUNDU,1992-01-16,F,56.0,25
4275,8778,inconnu,fazili,pedagogie,FD,SUD-KIVU,1987-09-25,H,53.0,29
4276,8782,inconnu,itk mahamba,electronique générale,FD,NORD-KIVU,1989-04-17,H,52.0,28
4277,8810,inconnu,bukinanyana,pedagogie,FD,SUD-KIVU,1988-06-17,H,50.0,29
4278,8813,inconnu,de beni,pedagogie,FSEG,NORD-KIVU,1987-06-02,F,50.0,30
4279,8817,inconnu,Rwaraga,pedagogie,FSEG,NORD-KIVU,1991-02-24,H,54.0,26
4280,8825,inconnu,okapi,latin philo,FSEG,KINSHASA,1992-07-16,F,59.0,24
4281,8843,inconnu,ceago,pedagogie,FD,NORD-KIVU,1989-11-29,F,63.0,27
4282,8846,inconnu,kipushi,pedagogie,FSDC,KATANGA,1990-11-11,F,51.0,26
4283,8854,inconnu,kyambogho,pedagogie,FT,NORD-KIVU,1981-10-01,H,52.0,35
4284,8865,inconnu,gs consulaire congolaise/rwanda,bio-chimie,FSDC,NORD-KIVU,1994-12-25,H,63.0,22
4285,8873,inconnu,itk mahamba,electronique générale,FSTA,NORD-KIVU,1995-08-08,H,60.0,21
4286,8883,inconnu,du lac/kamvivira,pedagogie,FSTA,NORD-KIVU,1993-08-17,H,65.0,23
4287,8897,inconnu,cirezi,bio-chimie,FSTA,SUD-KIVU,1995-08-10,F,61.0,21
4288,8913,inconnu,baraka,pedagogie,FSEG,SUD-KIVU,1994-01-21,H,54.0,23
4289,8914,inconnu,lowa,pedagogie,FSEG,NORD-KIVU,1987-07-17,H,52.0,29
4290,8915,inconnu,esengo,bio-chimie,FT,NORD-KIVU,1986-08-08,H,51.0,30
4291,8925,inconnu,gs 8 mars,pedagogie,FSDC,NORD-KIVU,1994-05-04,H,51.0,23
4292,8926,inconnu,isea,agronomie,FT,ORIENTALE,1974-05-20,H,62.0,43
4293,8928,inconnu,lukeba,pedagogie,FPSE,SUD-KIVU,1992-07-27,H,64.0,24
4294,8941,inconnu,savana school international,latin philo,FD,NORD-KIVU,1992-03-18,H,52.0,25
4295,8942,inconnu,edap isp bkv,bio-chimie,FSTA,SUD-KIVU,1993-06-10,H,61.0,24
4296,8949,inconnu,nyantende,latin philo,FD,SUD-KIVU,1993-12-28,H,58.0,23
4297,8950,inconnu,kamanyola,pedagogie,FSEG,SUD-KIVU,1994-12-10,H,69.0,22
4298,8952,inconnu,aleluya,sociale,FD,NORD-KIVU,1995-05-05,H,56.0,22
4299,8957,inconnu,rutoboko,sociale,FSDC,NORD-KIVU,1993-05-05,F,52.0,24
4300,8962,inconnu,kasika,pedagogie,FSTA,NORD-KIVU,1990-10-10,H,70.0,26
4301,8966,inconnu,de la gombe,bio-chimie,FSDC,KINSHASA,1985-09-25,F,51.0,31
4302,8980,inconnu,jikaze,commmerciale et adm,FSEG,NORD-KIVU,1992-09-14,H,61.0,24
4303,8991,inconnu,mululu,sociale,FSDC,NORD-KIVU,1992-05-12,H,52.0,25
4304,9014,inconnu,jikaze,commmerciale et adm,FSTA,NORD-KIVU,1994-05-27,H,61.0,23
4305,9035,inconnu,tumaini letu,pedagogie,FPSE,SUD-KIVU,1990-10-30,H,57.0,26
4306,9041,inconnu,nyantende,latin philo,FSDC,SUD-KIVU,1995-05-01,H,54.0,22
4307,9054,inconnu,itfm maendeleo,electronique générale,FSTA,SUD-KIVU,1993-07-20,H,57.0,23
4308,9058,inconnu,kitunda,pedagogie,FT,NORD-KIVU,1988-08-04,H,60.0,28
4309,9059,inconnu,i katwa,commmerciale et adm,FSEG,NORD-KIVU,1994-05-11,F,51.0,23
4310,9060,inconnu,mgr guido maria conforti,bio-chimie,FD,SUD-KIVU,1993-04-07,F,57.0,24
4311,9071,inconnu,gs consulaire congolaise/rwanda,pedagogie,FPSE,NORD-KIVU,1980-05-11,F,56.8765221107,37
4312,9074,inconnu,kiribunye,pedagogie,FSTA,NORD-KIVU,1993-04-07,H,50.0,24
4313,9081,inconnu,itfm maendeleo,elec indust,FSTA,SUD-KIVU,1994-01-25,H,52.0,23
4314,9089,inconnu,wapole,sociale,FSDC,NORD-KIVU,1991-08-24,F,50.0,25
4315,9097,inconnu,hekima,sociale,FSDC,NORD-KIVU,1994-10-06,F,50.0,22
4316,9104,inconnu,kamole,pedagogie,FSDC,SUD-KIVU,1982-09-29,F,50.0,34
4317,9107,inconnu,masiki,construction,FSTA,NORD-KIVU,1994-05-01,H,56.0,23
4318,9110,inconnu,cirezi,pedagogie,FD,SUD-KIVU,1995-06-24,F,60.0,22
4319,9123,inconnu,bushumba kafubi,pedagogie,FD,SUD-KIVU,1985-05-27,H,50.0,32
4320,9134,inconnu,petits génies,bio-chimie,FSEG,NORD-KIVU,1995-12-24,H,62.0,21
4321,9139,inconnu,gs consulaire congolaise/rwanda,pedagogie,FD,NORD-KIVU,1993-11-08,F,54.0,23
4322,9142,inconnu,mgr guido maria conforti,pedagogie,FSTA,SUD-KIVU,1994-06-25,H,58.0,23
4323,9144,inconnu,katana,latin philo,FSTA,SUD-KIVU,1994-10-11,H,57.0,22
4324,9147,inconnu,kiruli,sociale,FT,NORD-KIVU,1992-07-02,H,50.0,25
4325,9153,inconnu,révérend samba,commmerciale et adm,FSEG,KINSHASA,1992-03-15,H,55.0,25
4326,9157,inconnu,maadibisho,pedagogie,FD,NORD-KIVU,1994-09-17,F,62.0,22
4327,9158,inconnu,rwabika,bio-chimie,FSTA,SUD-KIVU,1994-08-24,H,60.0,22
4328,9159,inconnu,nidunga,sociale,FSTA,NORD-KIVU,1992-11-11,H,59.0,24
4329,9161,inconnu,alfa,construction,FSTA,NORD-KIVU,1993-03-24,H,54.0,24
4330,9180,inconnu,hodari,pedagogie,FSDC,SUD-KIVU,1993-03-26,F,57.0,24
4331,9194,inconnu,mont tshikenge,latin philo,FD,BAS CONGO,1996-01-21,F,67.0,21
4332,9197,inconnu,luka,sociale,FSEG,NORD-KIVU,1994-05-25,H,56.0,23
4333,9200,inconnu,babwise,secretariat,FSEG,NORD-KIVU,1993-03-16,F,51.0,24
4334,9201,inconnu,hekima,sociale,FD,NORD-KIVU,1992-02-08,H,58.0,25
4335,9210,inconnu,molière,sociale,FSTA,NORD-KIVU,1994-09-23,F,63.0,22
4336,9216,inconnu,fatima,sociale,FSEG,NORD-KIVU,1995-02-22,F,57.0,22
4337,9219,inconnu,cirezi,pedagogie,FPSE,SUD-KIVU,1970-05-14,F,56.0,47
4338,9221,inconnu,mashauri,pedagogie,FSDC,SUD-KIVU,1993-03-23,F,65.0,24
4339,9223,inconnu,patemo,sociale,FSDC,NORD-KIVU,1995-01-28,H,50.0,22
4340,9226,inconnu,lwiro,pedagogie,FPSE,SUD-KIVU,1990-10-21,H,57.0,26
4341,9229,inconnu,kiribunye,sociale,FSEG,NORD-KIVU,1992-06-27,F,54.0,25
4342,9233,inconnu,saint pierre apôtre,pedagogie,FD,SUD-KIVU,1994-05-30,H,56.0,23
4343,9238,inconnu,gs asteria urafiki,pedagogie,FSDC,NORD-KIVU,1992-04-30,F,54.0,25
4344,9243,inconnu,gs la promise,pedagogie,FSEG,NORD-KIVU,1993-04-24,H,50.0,24
4345,9245,inconnu,bikuka,pedagogie,FT,NORD-KIVU,1991-01-20,H,59.0,26
4346,9248,inconnu,Mwanda,sociale,FSDC,SUD-KIVU,1993-01-28,F,52.0,24
4347,9255,inconnu,la félicité,pedagogie,FD,ORIENTALE,1992-01-17,F,62.0,25
4348,9259,inconnu,bustani,vétérinaire,FSDC,NORD-KIVU,1994-08-15,H,55.0,22
4349,9262,inconnu,Lycée Mwandu,bio-chimie,FD,NORD-KIVU,1992-10-18,F,51.0,24
4350,9273,inconnu,masapi,pedagogie,FT,NORD-KIVU,1987-06-15,H,51.0,30
4351,9279,inconnu,itfm maendeleo,elec indust,FSTA,SUD-KIVU,1994-04-10,H,60.0,23
4352,9283,inconnu,uvira,pedagogie,FD,SUD-KIVU,1989-06-16,F,54.0,28
4353,9289,inconnu,mboga,sociale,FD,NORD-KIVU,1993-06-10,H,61.0,24
4354,9300,inconnu,kahya cibanda,pedagogie,FSTA,SUD-KIVU,1993-01-04,H,50.0,24
4355,9315,inconnu,singa,pedagogie,FSDC,NORD-KIVU,1984-01-07,H,52.0,33
4356,9322,inconnu,Lycée Mwandu,coupe couture,FSDC,NORD-KIVU,1996-05-21,F,51.0,21
4357,9329,inconnu,ufamandu,pedagogie,FPSE,NORD-KIVU,1974-04-12,H,50.0,43
4358,9331,inconnu,matcha,sociale,FD,NORD-KIVU,1993-04-04,H,59.0,24
